address,apt,case,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,lat,lon
5638 GEORGE E MERRICK ST,W,09002799,XOP,ORDINANCE VIOLATION,2009-04-10,2009-04-10,0329,2009-04-10,0329,25.7162931,-80.276198
5638 GEORGE E MERRICK ST,W,09002799,ZOM,INTOXICATED PERSON,2009-04-10,2009-04-10,0329,2009-04-10,0329,25.7162931,-80.276198
5665 PONCE DE LEON BLVD,,09002843,PRA,PROPERTY FOUND IMPOUNDED,2009-04-11,2009-04-02,0000,2009-04-02,0000,25.7127401,-80.2809083
1239 THEO DICKINSON DR,WL315,09002886,PRA,PROPERTY FOUND IMPOUNDED,2009-04-13,2009-04-13,1930,2009-04-13,1930,25.715591,-80.2816
1239 THEO DICKINSON DR,WL315,09002886,ZOA,TRESPASS WARNING,2009-04-13,2009-04-13,1930,2009-04-13,1930,25.715591,-80.2816
1239 THEO DICKINSON DR,WL315,09002886,ZOJ,BAKER MARCHMAN ACT,2009-04-13,2009-04-13,1930,2009-04-13,1930,25.715591,-80.2816
1239 THEO DICKINSON DR,,09002903,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-14,2009-04-14,1218,2009-04-14,1218,25.715591,-80.2816
1200 THEO DICKINSON DR,,09002908,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-14,2009-04-14,1411,2009-04-14,1411,25.7175523,-80.27766249999999
5835 PONCE DE LEON BLVD,,09002926,ZOF,UNSECURED PROPERTY,2009-04-15,2009-04-15,0240,2009-04-15,0240,25.7093361,-80.2842524
1211 THEO DICKINSON DR,,09002940,THC,THEFT FROM MOTOR VEHICLE,2009-04-15,2009-04-12,2300,2009-04-15,2300,25.716037,-80.27868200000002
1101 STANFORD DR,,09002985,TVE,THEFT OF BICYCLE,2009-04-16,2009-04-16,1800,2009-04-16,1800,25.7183323,-80.27499759999999
1530 LIGURIA AV,,09002997,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-17,2009-04-17,1057,2009-04-17,1057,25.7132082,-80.2844442
5100 BRUNSON DR,,09002998,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-17,2009-04-17,1100,2009-04-17,1100,25.7224132,-80.27591269999999
1211 THEO DICKINSON DR,,09003003,TVE,THEFT OF BICYCLE,2009-04-17,2009-04-12,0600,2009-04-17,0600,25.716037,-80.27868200000002
1500 CORNICHE AV,BLK,09003023,ZOM,INTOXICATED PERSON,2009-04-18,2009-04-18,0043,2009-04-18,0043,25.714693,-80.28322659999999
1101 STANFORD DR,,09003024,FDD,FD SICK INJURED PERSON,2009-04-18,2009-04-18,0220,2009-04-18,0220,25.7183323,-80.27499759999999
1101 STANFORD DR,,09003024,ZOM,INTOXICATED PERSON,2009-04-18,2009-04-18,0220,2009-04-18,0220,25.7183323,-80.27499759999999
5475 PONCE DE LEON BLVD/S ALHAMBRA CIR,,09002988,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2009-04-18,2009-04-17,0225,2009-04-17,0225,25.7066993,-80.2732718
5821 SAN AMARO DR,,09003026,THK,THEFT OTHER,2009-04-18,2009-04-17,2045,2009-04-18,2045,25.714778,-80.28324909999999
5665 PONCE DE LEON BLVD,,09003030,PRA,PROPERTY FOUND IMPOUNDED,2009-04-18,2009-04-18,1315,2009-04-18,1315,25.7127401,-80.2809083
1223 THEO DICKINSON DR,,09003033,VAC,VANDALISM TO PROPERTY,2009-04-18,2009-04-18,1440,2009-04-18,1440,25.7170977,-80.2793768
1231 THEO DICKINSON DR,,09003043,ASA,ASSIST LAW AGENCY,2009-04-19,2009-04-19,0240,2009-04-19,0240,25.7169005,-80.280238
1200 THEO DICKINSON DR,BLK,09003045,ZOA,TRESPASS WARNING,2009-04-19,2009-04-19,0400,2009-04-19,0400,25.7175523,-80.27766249999999
1200 THEO DICKINSON DR,BLK,09003045,ZOM,INTOXICATED PERSON,2009-04-19,2009-04-19,0400,2009-04-19,0400,25.7175523,-80.27766249999999
1239 THEO DICKINSON DR,,09003047,FDD,FD SICK INJURED PERSON,2009-04-19,2009-04-19,0400,2009-04-19,0400,25.715591,-80.2816
1231 THEO DICKINSON DR,,09003059,FDD,FD SICK INJURED PERSON,2009-04-19,2009-04-19,2100,2009-04-19,2100,25.7169005,-80.280238
5600 GEORGE E MERRICK ST,,09003077,ZOA,TRESPASS WARNING,2009-04-20,2009-04-20,1130,2009-04-20,1130,25.7183404,-80.27676699999999
1211 THEO DICKINSON DR,433,09003088,DRB,DRUG SALE CONTROLLED SUBSTANCE,2009-04-20,2009-04-20,1845,2009-04-20,1845,25.716037,-80.27868200000002
1211 THEO DICKINSON DR,433,09003088,ZOK,SPECIAL INVESTIGATION,2009-04-20,2009-04-20,1845,2009-04-20,1845,25.716037,-80.27868200000002
1300 STANFORD DR,,09003116,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-21,2009-04-21,1743,2009-04-21,1743,25.7190316,-80.2762626
1500 LEVANTE AV/SAN AMARO DR,,09003105,FDD,FD SICK INJURED PERSON,2009-04-21,2009-04-21,1248,2009-04-21,1248,25.7229037,-80.2809522
1231 THEO DICKINSON DR,,09003106,TVE,THEFT OF BICYCLE,2009-04-21,2009-04-20,1700,2009-04-21,1700,25.7169005,-80.280238
1211 THEO DICKINSON DR,,09003113,TVE,THEFT OF BICYCLE,2009-04-21,2009-04-21,0300,2009-04-21,0300,25.716037,-80.27868200000002
5300 CARILLO ST,,09003132,ANB,ANIMAL BITE ATTACK,2009-04-22,2009-04-22,1120,2009-04-22,1120,25.7211886,-80.2739217
5300 CARILLO ST,,09003132,FDD,FD SICK INJURED PERSON,2009-04-22,2009-04-22,1120,2009-04-22,1120,25.7211886,-80.2739217
5000 BRUNSON DR,BLOCK,09003140,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2009-04-22,2009-04-22,1245,2009-04-22,1245,25.7233487,-80.2760784
1239 THEO DICKINSON DR,,09003158,PRA,PROPERTY FOUND IMPOUNDED,2009-04-22,2009-04-22,0344,2009-04-22,0344,25.715591,-80.2816
1239 STANFORD DR,RT 1214,09003157,PRA,PROPERTY FOUND IMPOUNDED,2009-04-22,2009-04-20,1500,2009-04-20,1500,25.7184601,-80.2751062
1320 CAMPO SANO AV,,09003171,THG,THEFT FROM COIN OPERATED MACHINE,2009-04-23,2009-04-16,0830,2009-04-23,0830,25.7243451,-80.2763148
1320 CAMPO SANO AV,,09003172,THG,THEFT FROM COIN OPERATED MACHINE,2009-04-23,2009-04-16,0834,2009-04-23,0834,25.7243451,-80.2763148
5501 SAN AMARO DR,,09003209,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-04-24,2009-04-24,1243,2009-04-24,1243,25.7187893,-80.2803368
1239 THEO DICKINSON DR,,09003195,PRA,PROPERTY FOUND IMPOUNDED,2009-04-24,2009-04-24,0630,2009-04-24,0630,25.715591,-80.2816
1365 MEMORIAL DR,,09003229,THG,THEFT FROM COIN OPERATED MACHINE,2009-04-24,2009-04-24,1500,2009-04-24,1500,25.7214386,-80.2799399
6201 SAN AMARO DR,,09003237,FDD,FD SICK INJURED PERSON,2009-04-24,2009-04-24,2114,2009-04-24,2114,25.7133381,-80.2831612
5185 PONCE DE LEON BLVD,,09003253,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-04-25,2009-04-25,0330,2009-04-25,0330,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,,09003253,VAC,VANDALISM TO PROPERTY,2009-04-25,2009-04-25,0330,2009-04-25,0330,25.7179231,-80.2737624
1101 STANFORD DR,736,09003272,SCA,SIMPLE BATTERY,2009-04-26,2009-04-26,0025,2009-04-26,0025,25.7183323,-80.27499759999999
5821 SAN AMARO DR,,09003278,PRB,PROPERTY LOST,2009-04-26,2009-04-26,1500,2009-04-26,1500,25.714778,-80.28324909999999
1239 THEO DICKINSON DR,P307,09003302,THK,THEFT OTHER,2009-04-27,2009-04-17,1800,2009-04-19,1800,25.715591,-80.2816
1239 THEO DICKINSON DR,W621,09003310,FRJ,FRAUD ELECTRONIC COMPUTER WIRE,2009-04-27,2009-04-26,1422,2009-04-26,1422,25.715591,-80.2816
1239 THEO DICKINSON DR,W621,09003310,SCE,SIMPLE HARASSMENT,2009-04-27,2009-04-26,1422,2009-04-26,1422,25.715591,-80.2816
5185 PONCE DE LEON BLVD,,09003319,SCA,SIMPLE BATTERY,2009-04-27,2009-04-27,2300,2009-04-27,2300,25.7179231,-80.2737624
1223 THEO DICKINSON DR,,09003325,FDD,FD SICK INJURED PERSON,2009-04-28,2009-04-28,0703,2009-04-28,0703,25.7170977,-80.2793768
5665 PONCE DE LEON BLVD,,09003346,PRB,PROPERTY LOST,2009-04-28,2009-04-23,1600,2009-04-23,1600,25.7127401,-80.2809083
1211 THEO DICKINSON DR,,09003350,ZOM,INTOXICATED PERSON,2009-04-29,2009-04-29,0325,2009-04-29,0325,25.716037,-80.27868200000002
1211 THEO DICKINSON DR,,09003358,ZOA,TRESPASS WARNING,2009-04-29,2009-04-29,1039,2009-04-29,1039,25.716037,-80.27868200000002
1251 MEMORIAL DR,502,09003373,BUB,BURGLARY NON RESIDENTIAL,2009-04-29,2009-04-27,2330,2009-04-28,2330,25.7227309,-80.2787218
1251 MEMORIAL DR,502,09003373,THM,THEFT FROM BURGLARY,2009-04-29,2009-04-27,2330,2009-04-28,2330,25.7227309,-80.2787218
1239 THEO DICKINSON DR,,09003380,TVE,THEFT OF BICYCLE,2009-04-30,2009-04-29,1900,2009-04-30,1900,25.715591,-80.2816
5600 GEORGE E MERRICK ST,BLK,09003410,ZOA,TRESPASS WARNING,2009-04-30,2009-04-30,1655,2009-04-30,1655,25.7183404,-80.27676699999999
1211 THEO DICKINSON DR,,09003424,PRC,PROPERTY DAMAGED,2009-05-01,2009-05-01,0458,2009-05-01,0458,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,,09003451,TVE,THEFT OF BICYCLE,2009-05-01,2009-04-28,1630,2009-04-30,1630,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,09003479,FRG,FRAUD POSSESSION OF COUNTERFEIT,2009-05-02,2009-04-29,2200,2009-04-29,2200,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,09003479,PRA,PROPERTY FOUND IMPOUNDED,2009-05-02,2009-04-29,2200,2009-04-29,2200,25.7127401,-80.2809083
1231 THEO DICKINSON DR,,09003860,VAC,VANDALISM TO PROPERTY,2009-05-14,2009-05-14,0350,2009-05-14,0350,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09003861,FRG,FRAUD POSSESSION OF COUNTERFEIT,2009-05-14,2009-05-14,0510,2009-05-14,0510,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09003861,ZOA,TRESPASS WARNING,2009-05-14,2009-05-14,0510,2009-05-14,0510,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,633,09003900,BUA,BURGLARY RESIDENTIAL,2009-05-14,2009-05-14,1830,2009-05-14,1830,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,633,09003900,THM,THEFT FROM BURGLARY,2009-05-14,2009-05-14,1830,2009-05-14,1830,25.7179231,-80.2737624
1500 LIGURIA AV,BLK,09003903,FDC,FD OTHER FIRE,2009-05-15,2009-05-15,0620,2009-05-15,0620,25.7132509,-80.283305
1200 THEO DICKINSON DR,BLK,09003906,FDD,FD SICK INJURED PERSON,2009-05-15,2009-05-15,0747,2009-05-15,0747,25.7175523,-80.27766249999999
5100 PONCE DE LEON BLVD,BLK,09003936,ASA,ASSIST LAW AGENCY,2009-05-16,2009-05-16,0340,2009-05-16,0340,25.7175806,-80.2739931
1500 LIGURIA AV,BLK,09003954,THB,THEFT OF AUTO PART ACCESSORY,2009-05-16,2009-05-15,2110,2009-05-16,2110,25.7132509,-80.283305
5565 PONCE DE LEON BLVD,,09003956,ZOI,SUICIDE ATTEMPT THREATS,2009-05-17,2009-05-17,0052,2009-05-17,0052,25.7123701,-80.28060649999999
1320 CAMPO SANO AV,,09003965,THG,THEFT FROM COIN OPERATED MACHINE,2009-05-17,2009-05-14,1400,2009-05-17,1400,25.7243451,-80.2763148
1531 LIGURIA AV,,09003974,VAC,VANDALISM TO PROPERTY,2009-05-17,2009-05-16,1700,2009-05-17,1700,25.713555,-80.28445599999999
1320 CAMPO SANO AV,,09003994,XOT,TRESPASSING,2009-05-18,2009-05-18,1320,2009-05-18,1320,25.7243451,-80.2763148
1320 CAMPO SANO AV,,09003994,ZOB,WARRANT ARREST,2009-05-18,2009-05-18,1320,2009-05-18,1320,25.7243451,-80.2763148
5600 GEORGE E MERRICK ST,21R,09003999,ZOJ,BAKER MARCHMAN ACT,2009-05-18,2009-05-18,1435,2009-05-18,1435,25.7183404,-80.27676699999999
1520 LIGURIA AV,,09004019,VAC,VANDALISM TO PROPERTY,2009-05-19,2009-05-18,1530,2009-05-19,1530,25.712868,-80.283981
1365 MEMORIAL DR,,09004035,TVE,THEFT OF BICYCLE,2009-05-19,2009-05-19,0930,2009-05-19,0930,25.7214386,-80.2799399
1251 MEMORIAL DR,,09004053,TVE,THEFT OF BICYCLE,2009-05-20,2009-05-19,1300,2009-05-19,1300,25.7227309,-80.2787218
5665 PONCE DE LEON BLVD,,09004058,PRB,PROPERTY LOST,2009-05-20,2009-05-15,2200,2009-05-16,2200,25.7127401,-80.2809083
1500 ALBENGA AV,BLK,09004070,ALA,ALCOHOL JUVENILE VIOLATION,2009-05-21,2009-05-21,0126,2009-05-21,0126,25.7139677,-80.2833294
1500 ALBENGA AV,BLK,09004070,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2009-05-21,2009-05-21,0126,2009-05-21,0126,25.7139677,-80.2833294
1500 ALBENGA AV,BLK,09004070,ZOD,INCIDENT REPORT,2009-05-21,2009-05-21,0126,2009-05-21,0126,25.7139677,-80.2833294
5600 GRANADA BLVD,BLK,09004113,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-05-22,2009-05-22,0324,2009-05-22,0324,25.7185381,-80.2700795
5600 GRANADA BLVD,BLK,09004113,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2009-05-22,2009-05-22,0324,2009-05-22,0324,25.7185381,-80.2700795
1500 CORNICHE AV,BLK,09004123,THC,THEFT FROM MOTOR VEHICLE,2009-05-22,2009-05-22,1230,2009-05-22,1230,25.714693,-80.28322659999999
1500 CORNICHE AV,BLK,09004123,THK,THEFT OTHER,2009-05-22,2009-05-22,1230,2009-05-22,1230,25.714693,-80.28322659999999
5600 TURIN ST,BLK,09004141,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2009-05-23,2009-05-23,0454,2009-05-23,0454,25.7159127,-80.27506269999999
5501 SAN AMARO DR,,09004185,ZOA,TRESPASS WARNING,2009-05-24,2009-05-24,1957,2009-05-24,1957,25.7187893,-80.2803368
1231 THEO DICKINSON DR,PT208,09004226,TVE,THEFT OF BICYCLE,2009-05-26,2009-05-22,1500,2009-05-26,1500,25.7169005,-80.280238
5900 PONCE DE LEON BLVD,BLK,09004314,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-05-29,2009-05-29,2327,2009-05-29,2327,25.7083447,-80.28537709999999
5900 PONCE DE LEON BLVD,BLK,09004314,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-05-29,2009-05-29,2327,2009-05-29,2327,25.7083447,-80.28537709999999
5900 PONCE DE LEON BLVD,BLK,09004314,PRA,PROPERTY FOUND IMPOUNDED,2009-05-29,2009-05-29,2327,2009-05-29,2327,25.7083447,-80.28537709999999
5900 PONCE DE LEON BLVD,BLK,09004314,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2009-05-29,2009-05-29,2327,2009-05-29,2327,25.7083447,-80.28537709999999
5900 PONCE DE LEON BLVD,BLK,09004314,ZOA,TRESPASS WARNING,2009-05-29,2009-05-29,2327,2009-05-29,2327,25.7083447,-80.28537709999999
1320 CAMPO SANO AV,,09004374,THG,THEFT FROM COIN OPERATED MACHINE,2009-06-01,2009-05-31,0700,2009-06-01,0700,25.7243451,-80.2763148
5699 GEORGE E MERRICK ST/PONCE DE LEON BLVD,,09004390,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2009-06-02,2009-06-02,0045,2009-06-02,0045,25.72149,-80.2683838
5000 BRUNSON DR,,09004402,ZOA,TRESPASS WARNING,2009-06-02,2009-06-02,1439,2009-06-02,1439,25.7233487,-80.2760784
5825 SAN AMARO DR,,09004449,ZOA,TRESPASS WARNING,2009-06-03,2009-06-03,2055,2009-06-03,2055,25.7166365,-80.28306549999999
5665 PONCE DE LEON BLVD,,09004446,ZOA,TRESPASS WARNING,2009-06-03,2009-06-03,2012,2009-06-03,2012,25.7127401,-80.2809083
5501 SAN AMARO DR,,09004613,PRC,PROPERTY DAMAGED,2009-06-09,2009-06-02,1500,2009-06-09,1500,25.7187893,-80.2803368
5821 SAN AMARO DR,,09004638,FRL,FRAUD OTHER JURISDICTION,2009-06-10,2009-06-01,2230,2009-06-03,2230,25.714778,-80.28324909999999
5800 SAN AMARO DR,,09004652,BUA,BURGLARY RESIDENTIAL,2009-06-10,2009-06-07,1600,2009-06-10,1600,25.7150399,-80.283608
5800 SAN AMARO DR,,09004652,THM,THEFT FROM BURGLARY,2009-06-10,2009-06-07,1600,2009-06-10,1600,25.7150399,-80.283608
5800 SAN AMARO DR,,09004652,VAA,VANDALISM TO STRUCTURE,2009-06-10,2009-06-07,1600,2009-06-10,1600,25.7150399,-80.283608
1239 THEO DICKINSON DR,,09004684,FDD,FD SICK INJURED PERSON,2009-06-11,2009-06-11,1802,2009-06-11,1802,25.715591,-80.2816
1500 LIGURIA AV,BLK,09004687,ZOA,TRESPASS WARNING,2009-06-12,2009-06-12,0030,2009-06-12,0030,25.7132509,-80.283305
1611 MILLER DR,,09004777,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-06-16,2009-06-16,0930,2009-06-16,0930,25.7201096,-80.2803113
1300 STANFORD DR,BLK,09004789,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-06-16,2009-06-16,1626,2009-06-16,1626,25.7190316,-80.2762626
5665 PONCE DE LEON BLVD,219,09004818,FDD,FD SICK INJURED PERSON,2009-06-17,2009-06-17,1405,2009-06-17,1405,25.7127401,-80.2809083
5600 GEORGE E MERRICK ST,BLK,09004838,ZOA,TRESPASS WARNING,2009-06-17,2009-06-17,1929,2009-06-17,1929,25.7183404,-80.27676699999999
1231 THEO DICKINSON DR,1214,09004929,BUA,BURGLARY RESIDENTIAL,2009-06-20,2009-06-18,1000,2009-06-18,1000,25.7169005,-80.280238
1231 THEO DICKINSON DR,1214,09004929,THM,THEFT FROM BURGLARY,2009-06-20,2009-06-18,1000,2009-06-18,1000,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,09004982,PRB,PROPERTY LOST,2009-06-22,2009-05-30,1200,2009-06-01,1200,25.7127401,-80.2809083
5501 SAN AMARO DR,,09005101,FRD,FRAUD BY CREDIT CARD ATM,2009-06-25,2009-06-04,1230,2009-06-07,1230,25.7187893,-80.2803368
1239 THEO DICKINSON DR,,09005113,VAC,VANDALISM TO PROPERTY,2009-06-27,2009-06-27,1406,2009-06-27,1406,25.715591,-80.2816
5600 MERRICK STREET,,09005148,ZOJ,BAKER MARCHMAN ACT,2009-06-29,2009-06-29,1500,2009-06-29,1500,25.7183404,-80.27676699999999
1300 CAMPO SANO DR,,09005161,THC,THEFT FROM MOTOR VEHICLE,2009-06-29,2009-06-29,0230,2009-06-29,0230,25.7241863,-80.2785796
1300 CAMPO SANO AV,,09005176,THC,THEFT FROM MOTOR VEHICLE,2009-06-30,2009-06-30,1000,2009-06-30,1000,25.7241863,-80.2785796
5600 MERRICK STREET,,09005180,THA,THEFT OF AUTO TAG REGISTRATION DECAL,2009-06-30,2009-06-30,0830,2009-06-30,0830,25.7183404,-80.27676699999999
1239 THEO DICKINSON DR,WT 404,09005240,BUA,BURGLARY RESIDENTIAL,2009-07-02,2009-07-02,1130,2009-07-02,1130,25.715591,-80.2816
1239 THEO DICKINSON DR,WT 404,09005240,THM,THEFT FROM BURGLARY,2009-07-02,2009-07-02,1130,2009-07-02,1130,25.715591,-80.2816
5700 PONCE DE LEON BLVD,BLK,09005264,THB,THEFT OF AUTO PART ACCESSORY,2009-07-03,2009-07-03,1610,2009-07-03,1610,25.7122517,-80.2804582
5665 PONCE DE LEON BLVD,,09005303,PRA,PROPERTY FOUND IMPOUNDED,2009-07-06,2009-07-06,0228,2009-07-06,0228,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,09005309,THK,THEFT OTHER,2009-07-06,2009-07-03,0957,2009-07-06,0957,25.7127401,-80.2809083
5600 MERRICK ST,21 H,09005348,ZOE,SUSPICIOUS INCIDENT,2009-07-07,2009-07-01,0930,2009-07-01,0930,25.7183404,-80.27676699999999
1239 THEO DICKINSON DR,,09005366,FDD,FD SICK INJURED PERSON,2009-07-07,2009-07-07,2130,2009-07-07,2130,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,09005412,ZOE,SUSPICIOUS INCIDENT,2009-07-09,2009-07-09,1320,2009-07-09,1320,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,09005448,FRL,FRAUD OTHER JURISDICTION,2009-07-10,2009-07-07,0445,2009-07-07,0445,25.7127401,-80.2809083
1320 CAMPO SANO AV,,09005502,THC,THEFT FROM MOTOR VEHICLE,2009-07-13,2009-07-13,0830,2009-07-13,0830,25.7243451,-80.2763148
6001 SAN AMARO DR,,09005509,THC,THEFT FROM MOTOR VEHICLE,2009-07-13,2009-07-13,1500,2009-07-13,1500,25.714839,-80.2832138
1320 CAMPO SANO AV,,09005550,ZOA,TRESPASS WARNING,2009-07-15,2009-07-15,0115,2009-07-15,0115,25.7243451,-80.2763148
5665 PONCE DE LEON BLVD,,09005588,SCE,SIMPLE HARASSMENT,2009-07-16,2009-07-15,1829,2009-07-15,1829,25.7127401,-80.2809083
5501 SAN AMARO DR,,09005615,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-17,2009-07-17,1100,2009-07-17,1100,25.7187893,-80.2803368
6299 SAN AMARO DR,,09005626,ZOA,TRESPASS WARNING,2009-07-17,2009-07-17,1500,2009-07-17,1500,25.7112023,-80.2826903
1231 THEO DICKINSON DR,,09005676,TVE,THEFT OF BICYCLE,2009-07-19,2009-07-19,2200,2009-07-19,2200,25.7169005,-80.280238
1200 THEO DICKINSON DR,,09005683,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-20,2009-07-20,0958,2009-07-20,0958,25.7175523,-80.27766249999999
5821 HURRICANE DR,,09005721,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-21,2009-07-21,1258,2009-07-21,1258,25.72149,-80.2683838
1239 THEO DICKINSON DR,,09005742,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-22,2009-07-22,1107,2009-07-22,1107,25.715591,-80.2816
5700 PONCE DE LEON BLVD,BLK,09005756,THC,THEFT FROM MOTOR VEHICLE,2009-07-22,2009-07-22,0900,2009-07-22,0900,25.7122517,-80.2804582
1365 MEMORIAL DR,,09005780,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-23,2009-07-23,1030,2009-07-23,1030,25.7214386,-80.2799399
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,,09005784,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2009-07-23,2009-07-23,1429,2009-07-23,1429,25.72149,-80.2683838
5501 SAN AMARO DR,,09005791,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-07-23,2009-07-22,1900,2009-07-23,1900,25.7187893,-80.2803368
5030 SAN AMARO DR,209,09005842,FDD,FD SICK INJURED PERSON,2009-07-26,2009-07-26,2020,2009-07-26,2020,25.7233906,-80.28096719999999
1101 STANFORD DR,10 1,09005850,FDC,FD OTHER FIRE,2009-07-27,2009-07-27,0920,2009-07-27,0920,25.7183323,-80.27499759999999
5501 SAN AMARO DR,,09005860,THA,THEFT OF AUTO TAG REGISTRATION DECAL,2009-07-27,2009-07-27,1500,2009-07-27,1500,25.7187893,-80.2803368
1306 MILLER DR,,09005915,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-29,2009-07-29,1310,2009-07-29,1310,25.7202348,-80.2789092
5501 SAN AMARO DR,,09005946,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-07-30,2009-07-30,1248,2009-07-30,1248,25.7187893,-80.2803368
5185 PONCE DE LEON BLVD,,09005967,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-07-31,2009-07-31,0745,2009-07-31,0745,25.7179231,-80.2737624
1231 THEO DICKINSON DR,,09006015,TVE,THEFT OF BICYCLE,2009-08-02,2009-07-30,1500,2009-08-02,1500,25.7169005,-80.280238
1231 THEO DICKINSON DR,P409,09006014,TVE,THEFT OF BICYCLE,2009-08-03,2009-07-30,1500,2009-08-02,1500,25.7169005,-80.280238
1300 STANFORD DR,,09006081,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-04,2009-08-04,1800,2009-08-04,1800,25.7190316,-80.2762626
5600 MERRICK  ST,,09006065,ZOA,TRESPASS WARNING,2009-08-04,2009-08-04,1328,2009-08-04,1328,25.7183404,-80.27676699999999
1231 THEO DICKINSON DR,,09006147,BUB,BURGLARY NON RESIDENTIAL,2009-08-06,2009-08-06,1315,2009-08-06,1315,25.7169005,-80.280238
1231 THEO DICKINSON DR,,09006147,THM,THEFT FROM BURGLARY,2009-08-06,2009-08-06,1315,2009-08-06,1315,25.7169005,-80.280238
5501 SAN AMARO DR,,09006159,ZOA,TRESPASS WARNING,2009-08-06,2009-08-06,1846,2009-08-06,1846,25.7187893,-80.2803368
5665 PONCE DE LEON BLVD,,09006161,DIA,DISTURBANCE DOMESTIC,2009-08-06,2009-08-06,1915,2009-08-06,1915,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,09006161,ZOA,TRESPASS WARNING,2009-08-06,2009-08-06,1915,2009-08-06,1915,25.7127401,-80.2809083
1531 LIGURIA AV,,09006197,TVC,THEFT OF TRUCK SUV,2009-08-08,2009-07-15,1200,2009-07-31,1200,25.713555,-80.28445599999999
5600 PAVIA ST,,09006238,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-10,2009-08-10,1255,2009-08-10,1255,25.7181647,-80.2760863
1365 MEMORIAL DR,,09006243,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-10,2009-08-10,1525,2009-08-10,1525,25.7214386,-80.2799399
5665 PONCE DE LEON BLVD,,09006231,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-08-10,2009-07-22,1600,2009-07-31,1600,25.7127401,-80.2809083
5501 SAN AMARO DR,,09006289,THK,THEFT OTHER,2009-08-12,2009-08-12,0835,2009-08-12,0835,25.7187893,-80.2803368
5200 PONCE DE LEON BLVD,,09006316,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2009-08-13,2009-08-13,0100,2009-08-13,0100,25.717349,-80.27411810000001
5200 PONCE DE LEON BLVD,,09006316,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-08-13,2009-08-13,0100,2009-08-13,0100,25.717349,-80.27411810000001
5200 PONCE DE LEON BLVD,,09006316,PRA,PROPERTY FOUND IMPOUNDED,2009-08-13,2009-08-13,0100,2009-08-13,0100,25.717349,-80.27411810000001
5501 SAN AMARO DR,,09006364,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-14,2009-08-14,1513,2009-08-14,1513,25.7187893,-80.2803368
