address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,lat,lon
5801 SAN AMARO DR,,08006950,1,FDD,FD SICK INJURED PERSON,2008-08-24,2008-08-23,2305,2008-08-23,2305,,25.7167012,-80.2830467
1231 THEO DICKINSON DR,203,08006952,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-08-24,2008-08-24,0220,2008-08-24,0220,,25.7169005,-80.280238
1239 THEO DICKINSON DR,,08006961,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-08-24,2008-08-19,1130,2008-08-19,1130,,25.715591,-80.2816
5501 SAN AMARO DR,,08006971,1,VAB,VANDALISM TO VEHICLE,2008-08-24,2008-08-23,1300,2008-08-23,1300,,25.7187893,-80.2803368
5500 PONCE DE LEON BLVD,,08006981,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-08-25,2008-08-25,1051,2008-08-25,1051,,25.7129758,-80.2796599
1231 THEO DICKINSON DR,MT 517,08007006,1,ZOD,INCIDENT REPORT,2008-08-25,2008-08-25,1830,2008-08-25,1830,,25.7169005,-80.280238
1211 THEO DICKINSON DR,,08007088,1,FRD,FRAUD BY CREDIT CARD ATM,2008-08-28,2008-08-21,0000,2008-08-22,0000,,25.716037,-80.27868200000002
1211 THEO DICKINSON DR,,08007088,2,FRL,FRAUD OTHER JURISDICTION,2008-08-28,2008-08-21,0000,2008-08-22,0000,,25.716037,-80.27868200000002
1231 THEO DICKINSON DR,420,08007115,1,SXA,SEXUAL FEMALE RAPE,2008-08-29,2008-08-25,0200,2008-08-25,0200,,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,08007123,1,PRA,PROPERTY FOUND IMPOUNDED,2008-08-29,2008-08-29,0918,2008-08-29,0918,,25.7127401,-80.2809083
1551 SCODELLA AV,,08007131,1,ZOA,TRESPASS WARNING,2008-08-29,2008-08-29,1304,2008-08-29,1304,,25.7125323,-80.2842019
5600 GEORGE E MERRICK ST,21R,08007144,1,ZOJ,BAKER MARCHMAN ACT,2008-08-29,2008-08-29,1630,2008-08-29,1630,,25.7183404,-80.27676699999999
1231 THEO DICKINSON DR,MT714,08007175,1,PRA,PROPERTY FOUND IMPOUNDED,2008-08-30,2008-08-30,1630,2008-08-30,1630,,25.7169005,-80.280238
1211 THEO DICKINSON DR,315,08007185,2,FDD,FD SICK INJURED PERSON,2008-08-30,2008-08-30,2240,2008-08-30,2240,,25.716037,-80.27868200000002
1211 THEO DICKINSON DR,315,08007185,1,ZOM,INTOXICATED PERSON,2008-08-30,2008-08-30,2240,2008-08-30,2240,,25.716037,-80.27868200000002
5185 PONCE DE LEON BLVD,,08007192,1,ZOM,INTOXICATED PERSON,2008-08-31,2008-08-31,0303,2008-08-31,0303,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,1102,08007194,1,ZOE,SUSPICIOUS INCIDENT,2008-08-31,2008-08-31,0415,2008-08-31,0415,,25.7169005,-80.280238
1239 THEO DICKINSON DR,R919,08007198,1,BUA,BURGLARY RESIDENTIAL,2008-08-31,2008-08-31,0020,2008-08-31,0020,,25.715591,-80.2816
1239 THEO DICKINSON DR,R919,08007198,2,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-08-31,2008-08-31,0020,2008-08-31,0020,,25.715591,-80.2816
5250 UNIVERSITY DR,512,08007206,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-08-31,2008-08-27,1615,2008-08-28,1615,,25.720281,-80.27595199999999
1239 THEO DICKINSON DR,RT706,08007207,1,BUA,BURGLARY RESIDENTIAL,2008-08-31,2008-08-31,0100,2008-08-31,0100,,25.715591,-80.2816
1239 THEO DICKINSON DR,RT706,08007207,2,THK,THEFT OTHER,2008-08-31,2008-08-31,0100,2008-08-31,0100,,25.715591,-80.2816
1231 THEO DICKINSON DR,,08007216,2,FDD,FD SICK INJURED PERSON,2008-09-01,2008-09-01,0130,2008-09-01,0130,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08007216,1,ZOM,INTOXICATED PERSON,2008-09-01,2008-09-01,0130,2008-09-01,0130,,25.7169005,-80.280238
1100 STANFORD DR,BLK,08007219,1,ZOM,INTOXICATED PERSON,2008-09-01,2008-09-01,0335,2008-09-01,0335,,25.7176103,-80.2745494
5185 PONCE DE LEON BLVD,,08007220,1,ZOE,SUSPICIOUS INCIDENT,2008-09-01,2008-09-01,0348,2008-09-01,0348,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,PT 405,08007221,1,BUA,BURGLARY RESIDENTIAL,2008-09-01,2008-09-01,0530,2008-09-01,0530,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 405,08007221,2,SCA,SIMPLE BATTERY,2008-09-01,2008-09-01,0530,2008-09-01,0530,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 405,08007221,2,ZOA,TRESPASS WARNING,2008-09-01,2008-09-01,0530,2008-09-01,0530,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,08007229,1,SCA,SIMPLE BATTERY,2008-09-01,2008-09-01,1559,2008-09-01,1559,,25.7179231,-80.2737624
5638 GEORGE E MERRICK ST,23U,08007231,1,VAB,VANDALISM TO VEHICLE,2008-09-01,2008-08-30,1700,2008-09-01,1700,,25.7162931,-80.276198
1320 SAN AMARO,,08007240,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,0940,2008-09-02,0940,,25.7229037,-80.2809522
5821 SAN AMARO DR,,08007241,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,0956,2008-09-02,0956,,25.714778,-80.28324909999999
5821 SAN AMARO DR,,08007242,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,1016,2008-09-02,1016,,25.714778,-80.28324909999999
5185 PONCE DE LEON BLVD,,08007243,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,1029,2008-09-02,1029,,25.7179231,-80.2737624
1365 MEMORIAL DR,,08007244,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,0953,2008-09-02,0953,,25.7214386,-80.2799399
5185 PONCE DE LEON BLVD,,08007246,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,1002,2008-09-02,1002,,25.7179231,-80.2737624
1111 MEMORIAL DRI,,08007248,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,1045,2008-09-02,1045,,25.721586,-80.2790782
5101 SAN AMARO DR,BLK,08007255,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-02,2008-09-02,1249,2008-09-02,1249,,25.7228963,-80.2808635
1101 STANFORD DR,,08007278,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-09-02,2008-09-02,2000,2008-09-02,2000,,25.7183323,-80.27499759999999
5965 PONCE DE LEON BLVD,,08007281,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-09-03,2008-09-03,0003,2008-09-03,0003,,25.7091786,-80.2848691
5965 PONCE DE LEON BLVD,,08007281,2,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2008-09-03,2008-09-03,0003,2008-09-03,0003,,25.7091786,-80.2848691
5200 PONCE DE LEON BLVD,,08007286,1,ZOA,TRESPASS WARNING,2008-09-03,2008-09-03,0847,2008-09-03,0847,,25.717349,-80.27411810000001
5185 PONCE DE LEON BLVD,,08007283,1,SCB,SIMPLE ASSAULT THREATS,2008-09-03,2008-09-03,0215,2008-09-03,0215,,25.7179231,-80.2737624
5500 SAN AMARO DR,,08007294,1,THK,THEFT OTHER,2008-09-03,2008-08-20,0000,2008-08-20,0000,,25.7202428,-80.2810222
5600 BLK - PONCE DE LEON BLVD,,08007299,1,ALD,ALCOHOL VIOLATION,2008-09-03,2008-09-03,1322,2008-09-03,1322,,25.713698,-80.278328
5600 BLK - PONCE DE LEON BLVD,,08007299,1,ZOA,TRESPASS WARNING,2008-09-03,2008-09-03,1322,2008-09-03,1322,,25.713698,-80.278328
5638 GEORGE E MERRICK ST,23K,08007310,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-03,2008-09-03,1645,2008-09-03,1645,,25.7162931,-80.276198
1239 THEO DICKINSON DR,,08007305,1,ZOA,TRESPASS WARNING,2008-09-03,2008-09-03,1545,2008-09-03,1545,,25.715591,-80.2816
5100 BRUNSON DR,,08007350,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-04,2008-09-04,1326,2008-09-04,1326,,25.7224132,-80.27591269999999
1239 THEO DICKINSON DR,,08007325,1,ZOD,INCIDENT REPORT,2008-09-04,2008-09-04,0235,2008-09-04,0235,,25.715591,-80.2816
1529 ALBENGA AV,206,08007369,1,SCB,SIMPLE ASSAULT THREATS,2008-09-04,2008-09-04,0250,2008-09-04,0250,,25.7140872,-80.284289
1231 THEO DICKINSON DR,PT1222,08007404,1,FDD,FD SICK INJURED PERSON,2008-09-06,2008-09-05,2352,2008-09-05,2352,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT1222,08007404,1,ZOM,INTOXICATED PERSON,2008-09-06,2008-09-05,2352,2008-09-05,2352,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,511,08007406,1,ZOD,INCIDENT REPORT,2008-09-06,2008-09-06,0225,2008-09-06,0225,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,,08007411,1,ZOD,INCIDENT REPORT,2008-09-06,2008-09-06,0932,2008-09-06,0932,,25.7169005,-80.280238
5638 GEORGE E MERRICK ST,23K,08007429,1,ZOA,TRESPASS WARNING,2008-09-07,2008-09-06,2354,2008-09-06,2354,,25.7162931,-80.276198
5638 GEORGE E MERRICK ST,23K,08007429,1,ZOJ,BAKER MARCHMAN ACT,2008-09-07,2008-09-06,2354,2008-09-06,2354,,25.7162931,-80.276198
5185 PONCE DE LEON BLVD,118,08007439,1,BUA,BURGLARY RESIDENTIAL,2008-09-07,2008-09-07,1200,2008-09-07,1200,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,118,08007439,2,THM,THEFT FROM BURGLARY,2008-09-07,2008-09-07,1200,2008-09-07,1200,,25.7179231,-80.2737624
1239 THEO DICKINSON DR,WT719,08007441,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-07,2008-09-07,1900,2008-09-07,1900,,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,08007443,1,VAB,VANDALISM TO VEHICLE,2008-09-07,2008-09-04,2100,2008-09-07,2100,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,,08007446,1,ZOD,INCIDENT REPORT,2008-09-07,2008-09-06,0200,2008-09-06,0200,,25.7169005,-80.280238
1300 CAMPO SANO AV,,08007455,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-08,2008-09-08,1235,2008-09-08,1235,,25.7241863,-80.2785796
1365 MEMORIAL DR,,08007461,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-08,2008-09-08,1447,2008-09-08,1447,,25.7214386,-80.2799399
5200 PONCE DE LEON BLVD,BLK,08007468,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-08,2008-09-08,1820,2008-09-08,1820,,25.717349,-80.27411810000001
1300 STANFORD DR,,08007473,1,ZOD,INCIDENT REPORT,2008-09-08,2008-09-07,2330,2008-09-08,2330,,25.7190316,-80.2762626
1203 THEO DICKINSON DR,,08007478,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-08,2008-09-08,1800,2008-09-08,1800,,25.7176302,-80.2775841
1251 STANFORD DR,,08007479,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-09,2008-09-09,0900,2008-09-09,0900,,25.7185464,-80.275238
1365 MEMORIAL DR,,08007490,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-09,2008-09-09,1121,2008-09-09,1121,,25.7214386,-80.2799399
5600 GEORGE E MERRICK ST,,08007508,1,ZOA,TRESPASS WARNING,2008-09-10,2008-09-10,0614,2008-09-10,0614,,25.7183404,-80.27676699999999
5185 PONCE DE LEON BLVD,,08007528,1,FRL,FRAUD OTHER JURISDICTION,2008-09-10,2008-08-30,0113,2008-08-30,0113,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,217,08007540,1,FDD,FD SICK INJURED PERSON,2008-09-10,2008-09-10,1740,2008-09-10,1740,,25.7169005,-80.280238
1320 CAMPO SANO AV,,08007535,1,THK,THEFT OTHER,2008-09-10,2008-09-10,1530,2008-09-10,1530,,25.7243451,-80.2763148
5500 SAN AMARO DR,BLK,08007543,1,FDD,FD SICK INJURED PERSON,2008-09-10,2008-09-10,1845,2008-09-10,1845,,25.7202428,-80.2810222
5815 PONCE DE LEON BLVD,,08007576,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-11,2008-09-11,1510,2008-09-11,1510,,25.7106055,-80.28307219999999
1311 MILLER DR,,08007584,1,PRB,PROPERTY LOST,2008-09-11,2008-09-11,1716,2008-09-11,1716,,25.720387,-80.279546
1239 THEO DICKINSON DR,PT 312,08007590,1,FDD,FD SICK INJURED PERSON,2008-09-11,2008-09-11,2155,2008-09-11,2155,,25.715591,-80.2816
1530 LIGURIA AV,,08007595,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-09-12,2008-09-12,0112,2008-09-12,0112,,25.7132082,-80.2844442
1530 LIGURIA AV,,08007595,2,FDD,FD SICK INJURED PERSON,2008-09-12,2008-09-12,0112,2008-09-12,0112,,25.7132082,-80.2844442
1530 LIGURIA AV,,08007595,2,ZOM,INTOXICATED PERSON,2008-09-12,2008-09-12,0112,2008-09-12,0112,,25.7132082,-80.2844442
1231 THEO DICKINSON DR,MT315,08007598,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-09-12,2008-09-12,0609,2008-09-12,0609,,25.7169005,-80.280238
1320 CAMPO SANO AV,,08007623,1,VAC,VANDALISM TO PROPERTY,2008-09-12,2008-09-12,1716,2008-09-12,1716,,25.7243451,-80.2763148
5000 BRUNSON DR,BLK,08007625,1,ZOE,SUSPICIOUS INCIDENT,2008-09-12,2008-09-12,1726,2008-09-12,1726,,25.7233487,-80.2760784
1239 THEO DICKINSON DRIVE,RT 508,08007640,2,FDD,FD SICK INJURED PERSON,2008-09-13,2008-09-12,2300,2008-09-13,2300,,25.715591,-80.2816
1239 THEO DICKINSON DRIVE,RT 508,08007640,1,ZOM,INTOXICATED PERSON,2008-09-13,2008-09-12,2300,2008-09-13,2300,,25.715591,-80.2816
1231 THEO DICKINSON DR,,08007639,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-09-13,2008-09-13,0146,2008-09-13,0146,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08007639,2,FDD,FD SICK INJURED PERSON,2008-09-13,2008-09-13,0146,2008-09-13,0146,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08007639,2,ZOM,INTOXICATED PERSON,2008-09-13,2008-09-13,0146,2008-09-13,0146,,25.7169005,-80.280238
1401 MEMORIAL DR,,08007651,1,FDD,FD SICK INJURED PERSON,2008-09-13,2008-09-13,1302,2008-09-13,1302,,25.7211695,-80.2798737
5501 SAN AMARO DR,,08007652,1,FRA,FRAUD BY ISSUE WORTHLESS CHECK,2008-09-13,2008-09-11,1524,2008-09-12,1524,,25.7187893,-80.2803368
5185 PONCE DE LEON BLVD,,08007675,1,ZOM,INTOXICATED PERSON,2008-09-14,2008-09-14,0200,2008-09-14,0200,,25.7179231,-80.2737624
1311 MILLER DR,,08007682,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-09-14,2008-09-13,1200,2008-09-13,1200,,25.720387,-80.279546
5400 PONCE DE LEON BLVD,,08007696,1,ZOA,TRESPASS WARNING,2008-09-15,2008-09-15,0644,2008-09-15,0644,,25.7137747,-80.27868440000002
5100 BRUNSON DR,,08007717,1,THB,THEFT OF AUTO PART ACCESSORY,2008-09-15,2008-09-12,0900,2008-09-12,0900,,25.7224132,-80.27591269999999
1311 MILLER DR,,08007716,1,PRC,PROPERTY DAMAGED,2008-09-15,2008-09-15,1335,2008-09-15,1335,,25.720387,-80.279546
5665 PONCE DE LEON BLVD,,08007749,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-16,2008-09-16,1405,2008-09-16,1405,,25.7127401,-80.2809083
5500 SAN AMARO DR,BLK,08007773,1,THK,THEFT OTHER,2008-09-16,2008-09-16,2100,2008-09-16,2100,,25.7202428,-80.2810222
1231 THEO DICKINSON DR,,08007800,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-17,2008-09-17,1800,2008-09-17,1800,,25.7169005,-80.280238
5629 GEORGE E MERRICK ST,,08007812,1,ZOA,TRESPASS WARNING,2008-09-18,2008-09-18,1215,2008-09-18,1215,,25.7165702,-80.27642519999999
1239 THEO DICKINSON DR,,08007835,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-09-18,2008-09-18,1800,2008-09-18,1800,,25.715591,-80.2816
1239 THEO DICKINSON DR,,08007837,1,PRB,PROPERTY LOST,2008-09-18,2008-09-18,2000,2008-09-18,2000,,25.715591,-80.2816
5501 SAN AMARO DR,,08007864,1,FDB,FD VEHICLE VESSEL FIRE,2008-09-19,2008-09-19,1312,2008-09-19,1312,,25.7187893,-80.2803368
1239 THEO DICKINSON DR,,08007870,1,FDD,FD SICK INJURED PERSON,2008-09-19,2008-09-19,1420,2008-09-19,1420,,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,08007872,1,PRC,PROPERTY DAMAGED,2008-09-19,2008-09-19,1525,2008-09-19,1525,,25.7127401,-80.2809083
1200 THEO DICKINSON DR,BLK,08007883,1,ZOE,SUSPICIOUS INCIDENT,2008-09-19,2008-09-19,1135,2008-09-19,1135,,25.7175523,-80.27766249999999
1101 STANFORD DR,,08007894,2,PRA,PROPERTY FOUND IMPOUNDED,2008-09-20,2008-09-20,0248,2008-09-20,0248,,25.7183323,-80.27499759999999
1101 STANFORD DR,,08007894,1,ZOM,INTOXICATED PERSON,2008-09-20,2008-09-20,0248,2008-09-20,0248,,25.7183323,-80.27499759999999
5400 PONCE DE LEON BLVD,BLK,08007893,1,ZOM,INTOXICATED PERSON,2008-09-20,2008-09-20,0132,2008-09-20,0132,,25.7137747,-80.27868440000002
5500 SAN AMARO DR,BLK,08007907,1,FDD,FD SICK INJURED PERSON,2008-09-20,2008-09-20,1815,2008-09-20,1815,,25.7202428,-80.2810222
1234 THEO DICKINSON DR,MT721,08007906,1,ZOE,SUSPICIOUS INCIDENT,2008-09-20,2008-09-20,0430,2008-09-20,0430,,25.7167536,-80.27956139999999
5615 PAVIA STREET,,08007912,1,BUB,BURGLARY NON RESIDENTIAL,2008-09-21,2008-09-20,1159,2008-09-21,1159,,25.7182535,-80.2763226
5615 PAVIA STREET,,08007912,2,TVE,THEFT OF BICYCLE,2008-09-21,2008-09-20,1159,2008-09-21,1159,,25.7182535,-80.2763226
1100 STANFORD DR,,08007913,2,FDD,FD SICK INJURED PERSON,2008-09-21,2008-09-21,0358,2008-09-21,0358,,25.7176103,-80.2745494
1100 STANFORD DR,,08007913,2,PRA,PROPERTY FOUND IMPOUNDED,2008-09-21,2008-09-21,0358,2008-09-21,0358,,25.7176103,-80.2745494
1100 STANFORD DR,,08007913,1,ZOM,INTOXICATED PERSON,2008-09-21,2008-09-21,0358,2008-09-21,0358,,25.7176103,-80.2745494
1231 THEO DICKINSON DR,PT814,08007915,2,PRA,PROPERTY FOUND IMPOUNDED,2008-09-21,2008-09-21,0430,2008-09-21,0430,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT814,08007915,1,ZOM,INTOXICATED PERSON,2008-09-21,2008-09-21,0430,2008-09-21,0430,,25.7169005,-80.280238
1101 STANFORD DR,,08007942,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-22,2008-09-22,0928,2008-09-22,0928,,25.7183323,-80.27499759999999
1365 MEMORIAL DR,,08007955,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-22,2008-09-22,1320,2008-09-22,1320,,25.7214386,-80.2799399
1500 CORNICHE AV,BLK,08007931,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-22,2008-09-21,2350,2008-09-21,2350,,25.714693,-80.28322659999999
5400 PONCE DE LEON BLVD,BLK,08007940,1,ZOA,TRESPASS WARNING,2008-09-22,2008-09-22,0810,2008-09-22,0810,,25.7137747,-80.27868440000002
1531 LIGURIA AV,,08007951,1,ZOE,SUSPICIOUS INCIDENT,2008-09-22,2008-09-20,1030,2008-09-22,1030,,25.713555,-80.28445599999999
1231 THEO DICKINSON DR,1216,08007947,1,ZOE,SUSPICIOUS INCIDENT,2008-09-22,2008-09-22,0530,2008-09-22,0530,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,08007973,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-23,2008-09-23,0953,2008-09-23,0953,,25.7179231,-80.2737624
1300 STANFORD DR,BLK,08007979,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-23,2008-09-23,1148,2008-09-23,1148,,25.7190316,-80.2762626
5225 STANFORD DR,,08007981,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-23,2008-09-23,1305,2008-09-23,1305,,25.7186425,-80.27544449999999
5501 SAN AMARO DR,,08007987,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-23,2008-09-23,1534,2008-09-23,1534,,25.7187893,-80.2803368
1320 CAMPO SANO AV,,08007966,1,VAA,VANDALISM TO STRUCTURE,2008-09-23,2008-09-23,0200,2008-09-23,0200,,25.7243451,-80.2763148
5185 PONCE DE LEON BLVD,,08007986,1,TVE,THEFT OF BICYCLE,2008-09-23,2008-09-22,1900,2008-09-23,1900,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,M809,08008002,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-23,2008-09-23,2215,2008-09-23,2215,,25.7169005,-80.280238
1231 THEO DICKINSON DR,M809,08008002,2,ZOD,INCIDENT REPORT,2008-09-23,2008-09-23,2215,2008-09-23,2215,,25.7169005,-80.280238
1211 THEO DICKINSON DR,,08008021,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-24,2008-09-24,1320,2008-09-24,1320,,25.716037,-80.27868200000002
5600 PAVIA ST,,08008025,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-24,2008-09-24,1418,2008-09-24,1418,,25.7181647,-80.2760863
5600 GEORGE E MERRICK ST,21Q,08008004,1,XOT,TRESPASSING,2008-09-24,2008-09-24,0631,2008-09-24,0631,,25.7183404,-80.27676699999999
5600 GEORGE E MERRICK ST,21Q,08008004,2,ZOB,WARRANT ARREST,2008-09-24,2008-09-24,0631,2008-09-24,0631,,25.7183404,-80.27676699999999
1239 THEO DICKINSON DR,,08008044,1,PRA,PROPERTY FOUND IMPOUNDED,2008-09-24,2008-09-24,2230,2008-09-24,2230,,25.715591,-80.2816
5801 SAN AMARO DR,,08008062,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-25,2008-09-25,1335,2008-09-25,1335,,25.7167012,-80.2830467
1365 MEMORIAL DR,,08008086,1,THC,THEFT FROM MOTOR VEHICLE,2008-09-25,2008-09-25,1900,2008-09-25,1900,,25.7214386,-80.2799399
1100 STANFORD DR,BLK,08008089,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-09-26,2008-09-26,0104,2008-09-26,0104,,25.7176103,-80.2745494
1100 STANFORD DR,BLK,08008089,1,FDD,FD SICK INJURED PERSON,2008-09-26,2008-09-26,0104,2008-09-26,0104,,25.7176103,-80.2745494
5665 PONCE DE LEON BLVD,,08008094,1,XOT,TRESPASSING,2008-09-26,2008-09-26,0941,2008-09-26,0941,,25.7127401,-80.2809083
1101 STANFORD DR,,08008101,1,VAB,VANDALISM TO VEHICLE,2008-09-26,2008-09-25,1830,2008-09-26,1830,,25.7183323,-80.27499759999999
1251 MEMORIAL DR,,08008104,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-09-26,2008-09-26,1345,2008-09-26,1345,,25.7227309,-80.2787218
1231 THEO DICKINSON DR,P1220,08008111,1,BUA,BURGLARY RESIDENTIAL,2008-09-26,2008-09-26,0300,2008-09-26,0300,,25.7169005,-80.280238
1231 THEO DICKINSON DR,P1220,08008111,2,THM,THEFT FROM BURGLARY,2008-09-26,2008-09-26,0300,2008-09-26,0300,,25.7169005,-80.280238
5600 PONCE DE LEON BLVD,BLK,08008141,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-09-27,2008-09-27,2005,2008-09-27,2005,,25.713698,-80.278328
5600 PONCE DE LEON BLVD,BLK,08008141,1,ZOA,TRESPASS WARNING,2008-09-27,2008-09-27,2005,2008-09-27,2005,,25.713698,-80.278328
5600 PONCE DE LEON BLVD,BLK,08008141,2,ZOB,WARRANT ARREST,2008-09-27,2008-09-27,2005,2008-09-27,2005,,25.713698,-80.278328
1239 THEO DICKINSON DR,,08008148,1,XOT,TRESPASSING,2008-09-28,2008-09-28,0102,2008-09-28,0102,,25.715591,-80.2816
1311 MILLER DR,RM E260,08008155,1,ZOE,SUSPICIOUS INCIDENT,2008-09-28,2008-09-28,1445,2008-09-28,1445,,25.720387,-80.279546
5801 SAN AMARO DR,,08008171,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-29,2008-09-29,0935,2008-09-29,0935,,25.7167012,-80.2830467
5665 PONCE DE LEON BLVD,,08008183,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-29,2008-09-29,1351,2008-09-29,1351,,25.7127401,-80.2809083
1211 THEO DICKINSON DR,,08008163,1,TVE,THEFT OF BICYCLE,2008-09-29,2008-09-28,2100,2008-09-29,2100,,25.716037,-80.27868200000002
5665 PONCE DE LEON BLVD,,08008174,1,THC,THEFT FROM MOTOR VEHICLE,2008-09-29,2008-09-25,0940,2008-09-28,0940,,25.7127401,-80.2809083
5821 SAN AMARO DR,,08008207,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-30,2008-09-30,1104,2008-09-30,1104,,25.714778,-80.28324909999999
5100 BRUNSON DR,,08008215,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-09-30,2008-09-30,1355,2008-09-30,1355,,25.7224132,-80.27591269999999
5501 SAN AMARO DR,,08008235,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-10-01,2008-10-01,1007,2008-10-01,1007,,25.7187893,-80.2803368
5100 BRUNSON DR,,08008241,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-10-01,2008-10-01,1133,2008-10-01,1133,,25.7224132,-80.27591269999999
6000 SAN AMARO DR,,08008252,1,BUA,BURGLARY RESIDENTIAL,2008-10-01,2008-09-30,2200,2008-10-01,2200,,25.712888,-80.283523
6000 SAN AMARO DR,,08008252,2,BUC,BURGLARY AND THEFT FROM CURTILAGE,2008-10-01,2008-09-30,2200,2008-10-01,2200,,25.712888,-80.283523
6000 SAN AMARO DR,,08008252,1,VAB,VANDALISM TO VEHICLE,2008-10-01,2008-09-30,2200,2008-10-01,2200,,25.712888,-80.283523
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,BLK,08008253,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-10-01,2008-10-01,1349,2008-10-01,1349,,25.72149,-80.2683838
