Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,date_occ,date_fnd,FID,X,Y
1244 STANFORD DR,,07004004,1,SCA,SIMPLE BATTERY,07U,"05/ 1/2007""  ""19:32:25 a05/p05","05/ 1/2007""  ""19:01:00 a05/p05","05/ 1/2007""  ""19:01:00 a05/p05",45,895022.70700000005,504471.212
5665 PONCE DE LEON BLVD,,07004013,1,FRL,FRAUD OTHER JURISDICTION,07U,"05/ 1/2007""  ""22:27:34 a05/p05","05/ 1/2007""  ""18:00:33 a05/p05","05/ 1/2007""  ""19:00:04 a05/p05",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07004028,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05",16,893634.74199999997,505003.36800000002
1541 BRESCIA AV,,07004025,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05",100,891661.20299999998,501694.89199999999
1245 THEO DICKINSON DR,,07004026,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5800 SAN AMARO DR,,07004057,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05","05/ 2/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1560 LIGURIA AV,,07004014,1,ZOD,INCIDENT REPORT,07U,"05/ 2/2007""  ""00:46:22 a05/p05","05/ 2/2007""  ""00:01:21 a05/p05","05/ 2/2007""  ""00:05:22 a05/p05",103,891566.97100000002,501944.41700000002
1525 ALBENGA AV,,07004016,1,ZOE,SUSPICIOUS INCIDENT,07U,"05/ 2/2007""  ""02:41:23 a05/p05","05/ 2/2007""  ""02:38:00 a05/p05","05/ 2/2007""  ""02:41:00 a05/p05",109,891786.45900000003,502485.90500000003
1560 LIGURIA AV,204,07004018,1,BUA,BURGLARY RESIDENTIAL,07U,"05/ 2/2007""  ""04:10:44 a05/p05","05/ 2/2007""  ""03:55:43 a05/p05","05/ 2/2007""  ""04:05:44 a05/p05",103,891566.97100000002,501944.41700000002
1560 LIGURIA AV,204,07004018,2,SCB,SIMPLE ASSAULT / THREATS,07U,"05/ 2/2007""  ""04:10:44 a05/p05","05/ 2/2007""  ""03:55:43 a05/p05","05/ 2/2007""  ""04:05:44 a05/p05",103,891566.97100000002,501944.41700000002
1560 LIGURIA AV,204,07004018,2,VAC,VANDALISM TO PERSONAL PROPERTY,07U,"05/ 2/2007""  ""04:10:44 a05/p05","05/ 2/2007""  ""03:55:43 a05/p05","05/ 2/2007""  ""04:05:44 a05/p05",103,891566.97100000002,501944.41700000002
1231 THEO DICKINSON DR,,07004032,1,SCA,SIMPLE BATTERY,07U,"05/ 2/2007""  ""10:57:56 a05/p05","08/ 1/2005""  ""00:00:00 a08/p08","04/30/2007""  ""00:00:00 a04/p04",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07004032,2,SCB,SIMPLE ASSAULT / THREATS,07U,"05/ 2/2007""  ""10:57:56 a05/p05","08/ 1/2005""  ""00:00:00 a08/p08","04/30/2007""  ""00:00:00 a04/p04",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07004050,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 2/2007""  ""17:30:00 a05/p05","05/ 2/2007""  ""16:00:00 a05/p05","05/ 2/2007""  ""16:05:00 a05/p05",16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,07004064,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 2/2007""  ""22:45:22 a05/p05","05/ 2/2007""  ""21:15:21 a05/p05","05/ 2/2007""  ""22:17:22 a05/p05",16,893634.74199999997,505003.36800000002
5615 PAVIA ST,,07004079,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 3/2007""  ""00:00:00 a05/p05","05/ 3/2007""  ""00:00:00 a05/p05","05/ 3/2007""  ""00:00:00 a05/p05",54,894485.30200000003,503768.17499999999
1101 STANFORD DR,,07004068,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 3/2007""  ""00:00:00 a05/p05","05/ 3/2007""  ""00:00:00 a05/p05","05/ 3/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1223 THEO DICKINSON DR,,07004091,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 3/2007""  ""19:29:41 a05/p05","05/ 2/2007""  ""12:00:40 a05/p05","05/ 2/2007""  ""16:00:41 a05/p05",#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,562,07004094,1,SCE,SIMPLE HARASSMENT,07U,"05/ 3/2007""  ""21:28:04 a05/p05","03/ 1/2007""  ""10:00:00 a03/p03","05/ 3/2007""  ""21:28:04 a05/p05",#N/A,#N/A,#N/A
5615 PAVIA ST,,07004108,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 4/2007""  ""00:00:00 a05/p05","05/ 4/2007""  ""00:00:00 a05/p05","05/ 4/2007""  ""00:00:00 a05/p05",54,894485.30200000003,503768.17499999999
1211 THEO DICKINSON DR,,07004104,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 4/2007""  ""00:00:00 a05/p05","05/ 4/2007""  ""00:00:00 a05/p05","05/ 4/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1306 STANFORD DR,,07004123,1,SCE,SIMPLE HARASSMENT,07U,"05/ 4/2007""  ""17:06:23 a05/p05","05/ 4/2007""  ""10:55:00 a05/p05","05/ 4/2007""  ""10:55:00 a05/p05",31,893821.40300000005,504487.02600000001
5183 PONCE DE LEON BLVD,,07004133,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"05/ 5/2007""  ""00:35:00 a05/p05","05/ 5/2007""  ""00:20:00 a05/p05","05/ 5/2007""  ""00:30:00 a05/p05",49,895569.78700000001,504323.94
1300 MEMORIAL DR,,07004149,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 5/2007""  ""13:32:54 a05/p05","05/ 5/2007""  ""12:40:00 a05/p05","05/ 5/2007""  ""13:30:00 a05/p05",16,893634.74199999997,505003.36800000002
1320 CAMPO SANO AV,,07004159,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,"05/ 5/2007""  ""21:10:05 a05/p05","05/ 5/2007""  ""20:55:00 a05/p05","05/ 5/2007""  ""20:55:00 a05/p05",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,202,07004161,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"05/ 5/2007""  ""23:47:00 a05/p05","05/ 5/2007""  ""23:40:00 a05/p05","05/ 5/2007""  ""23:45:00 a05/p05",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,202,07004161,2,ZOJ,BAKER / MARCHMAN ACT,07U,"05/ 5/2007""  ""23:47:00 a05/p05","05/ 5/2007""  ""23:40:00 a05/p05","05/ 5/2007""  ""23:45:00 a05/p05",#N/A,#N/A,#N/A
5638 MERRICK DR,,07004100,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"05/ 6/2007""  ""22:49:00 a05/p05","05/ 4/2007""  ""07:26:00 a05/p05","05/ 4/2007""  ""07:26:00 a05/p05",#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,07004202,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05",81,892858.31700000004,503002.52299999999
1211 THEO DICKINSON DR,,07004192,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1311 MEMORIAL DR,,07004199,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05","05/ 7/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5100 BRUNSON DR,,07004209,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,"05/ 7/2007""  ""15:19:13 a05/p05","05/ 7/2007""  ""11:30:12 a05/p05","05/ 7/2007""  ""15:15:13 a05/p05",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07004210,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 7/2007""  ""16:00:24 a05/p05","05/ 7/2007""  ""15:30:00 a05/p05","05/ 7/2007""  ""15:45:00 a05/p05",16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,07004238,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05",16,893634.74199999997,505003.36800000002
5050 BRUNSON DR,,07004232,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05",20,894420.18700000003,505665.27899999998
5665 PONCE DE LEON BLVD,,07004242,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05","05/ 8/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5821 SAN AMARO DR,,07004259,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5100 BRUNSON DR,,07004263,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1300 CAMPO SANO AV,,07004269,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05","05/ 9/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
6000 SAN AMARO DR,,07004254,1,SCB,SIMPLE ASSAULT / THREATS,07U,"05/ 9/2007""  ""00:44:37 a05/p05","05/ 9/2007""  ""00:44:36 a05/p05","05/ 9/2007""  ""00:44:37 a05/p05",#N/A,#N/A,#N/A
6000 SAN AMARO DR,,07004254,2,SCE,SIMPLE HARASSMENT,07U,"05/ 9/2007""  ""00:44:37 a05/p05","05/ 9/2007""  ""00:44:36 a05/p05","05/ 9/2007""  ""00:44:37 a05/p05",#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,07004271,1,VAB,VANDALISM TO VEHICLE,07U,"05/ 9/2007""  ""13:00:00 a05/p05","05/ 7/2007""  ""12:00:00 a05/p05","05/ 9/2007""  ""09:00:00 a05/p05",81,892858.31700000004,503002.52299999999
5185 PONCE DE LEON BLVD,,07004280,1,PRB,PROPERTY LOST,07U,"05/ 9/2007""  ""17:48:57 a05/p05","05/ 9/2007""  ""17:48:56 a05/p05","05/ 9/2007""  ""17:48:57 a05/p05",#N/A,#N/A,#N/A
1306 STANFORD DR,,07004284,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 9/2007""  ""18:03:34 a05/p05","05/ 9/2007""  ""17:00:00 a05/p05","05/ 9/2007""  ""17:20:00 a05/p05",31,893821.40300000005,504487.02600000001
5185 PONCE DE LEON BLVD,324,07004285,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/ 9/2007""  ""20:03:01 a05/p05","05/ 9/2007""  ""11:00:00 a05/p05","05/ 9/2007""  ""20:00:00 a05/p05",#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,07004291,1,THC,THEFT FROM MOTOR VEHICLE,07U,"05/ 9/2007""  ""22:00:00 a05/p05","05/ 9/2007""  ""21:00:00 a05/p05","05/ 9/2007""  ""21:45:00 a05/p05",#N/A,#N/A,#N/A
1500 LIGURIA AV,BLK,07004293,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"05/10/2007""  ""01:45:00 a05/p05","05/10/2007""  ""01:40:00 a05/p05","05/10/2007""  ""01:44:00 a05/p05",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07004294,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"05/10/2007""  ""02:50:00 a05/p05","05/10/2007""  ""01:50:00 a05/p05","05/10/2007""  ""01:50:00 a05/p05",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,M417,07004297,1,VAA,VANDALISM TO STRUCTURE,07U,"05/10/2007""  ""07:02:00 a05/p05","05/ 9/2007""  ""16:24:00 a05/p05","05/ 9/2007""  ""16:25:00 a05/p05",#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,07004300,1,ZOA,TRESPASS WARNING,07U,"05/10/2007""  ""11:11:00 a05/p05","05/10/2007""  ""11:11:00 a05/p05","05/10/2007""  ""11:11:00 a05/p05",#N/A,#N/A,#N/A
1216 THEO DICKINSON DR,,07004316,2,ASA,ASSIST LAW AGENCY,07U,"05/10/2007""  ""16:38:37 a05/p05","05/10/2007""  ""15:38:36 a05/p05","05/10/2007""  ""15:38:37 a05/p05",62,893730.56900000002,503420.55200000003
1216 THEO DICKINSON DR,,07004316,1,ZOA,TRESPASS WARNING,07U,"05/10/2007""  ""16:38:37 a05/p05","05/10/2007""  ""15:38:36 a05/p05","05/10/2007""  ""15:38:37 a05/p05",62,893730.56900000002,503420.55200000003
1565 LIGURIA AV,208,07004324,1,BUA,BURGLARY RESIDENTIAL,07U,"05/10/2007""  ""18:15:06 a05/p05","05/ 8/2007""  ""19:00:00 a05/p05","05/10/2007""  ""10:00:00 a05/p05",106,891560.51199999999,502214.28499999997
1565 LIGURIA AV,208,07004324,2,THK,THEFT OTHER,07U,"05/10/2007""  ""18:15:06 a05/p05","05/ 8/2007""  ""19:00:00 a05/p05","05/10/2007""  ""10:00:00 a05/p05",106,891560.51199999999,502214.28499999997
1231 THEO DICKINSON DR,,07004326,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"05/10/2007""  ""19:55:00 a05/p05","05/10/2007""  ""19:15:00 a05/p05","05/10/2007""  ""19:15:00 a05/p05",#N/A,#N/A,#N/A
5200 PONCE DE LEON BLVD,BLK,07004295,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,"05/11/2007""  ""00:07:00 a05/p05","05/10/2007""  ""04:27:00 a05/p05","05/10/2007""  ""06:30:00 a05/p05",#N/A,#N/A,#N/A
1525 ALBENGA AV,,07004296,1,DCC,DISORDERLY INTOXICATION,07U,"05/11/2007""  ""03:05:51 a05/p05","05/10/2007""  ""04:56:50 a05/p05","05/10/2007""  ""04:56:51 a05/p05",109,891786.45900000003,502485.90500000003
1211 THEO DICKINSON DR,,07004352,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/11/2007""  ""15:00:00 a05/p05","05/11/2007""  ""13:10:00 a05/p05","05/11/2007""  ""13:20:00 a05/p05",#N/A,#N/A,#N/A
1245 DAUER DR,,07004354,1,ZOD,INCIDENT REPORT,07U,"05/11/2007""  ""15:47:44 a05/p05","05/11/2007""  ""14:40:00 a05/p05","05/11/2007""  ""14:40:00 a05/p05",65,893424.071,502854.73300000001
1252 MEMORIAL DR,RM 713,07004370,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/11/2007""  ""21:35:08 a05/p05","05/ 9/2007""  ""22:00:00 a05/p05","05/11/2007""  ""14:00:00 a05/p05",17,893876.15800000005,505263.125
1306 STANFORD DR,,07004387,1,PRB,PROPERTY LOST,07U,"05/12/2007""  ""15:49:39 a05/p05","05/11/2007""  ""22:00:00 a05/p05","05/11/2007""  ""23:00:00 a05/p05",31,893821.40300000005,504487.02600000001
1211 THEO DICKINSON DR,361,07004386,1,BUA,BURGLARY RESIDENTIAL,07U,"05/12/2007""  ""16:01:18 a05/p05","05/12/2007""  ""13:00:00 a05/p05","05/12/2007""  ""13:15:00 a05/p05",#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,361,07004386,2,THK,THEFT OTHER,07U,"05/12/2007""  ""16:01:18 a05/p05","05/12/2007""  ""13:00:00 a05/p05","05/12/2007""  ""13:15:00 a05/p05",#N/A,#N/A,#N/A
1213 WILLIAM E WALSH AV,,07004405,1,VAC,VANDALISM TO PERSONAL PROPERTY,07U,"05/13/2007""  ""06:02:43 a05/p05","05/13/2007""  ""02:08:42 a05/p05","05/13/2007""  ""02:10:43 a05/p05",59,894010.11800000002,503323.35100000002
1203 WILLIAM E WALSH AV,41L,07004416,1,BUA,BURGLARY RESIDENTIAL,07U,"05/13/2007""  ""19:08:31 a05/p05","05/13/2007""  ""09:00:00 a05/p05","05/13/2007""  ""13:50:00 a05/p05",58,894141.21200000006,503428.23700000002
1203 WILLIAM E WALSH AV,41L,07004416,2,THK,THEFT OTHER,07U,"05/13/2007""  ""19:08:31 a05/p05","05/13/2007""  ""09:00:00 a05/p05","05/13/2007""  ""13:50:00 a05/p05",58,894141.21200000006,503428.23700000002
1301 STANFORD DR,,07004433,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/14/2007""  ""00:00:00 a05/p05","05/14/2007""  ""00:00:00 a05/p05","05/14/2007""  ""00:00:00 a05/p05",50,894666.745,504343.22399999999
5600 SAN AMARO DR,,07004438,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/14/2007""  ""00:00:00 a05/p05","05/14/2007""  ""00:00:00 a05/p05","05/14/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1244 STANFORD DR,,07004431,1,THK,THEFT OTHER,07U,"05/14/2007""  ""12:27:00 a05/p05","05/ 9/2007""  ""08:00:00 a05/p05","05/10/2007""  ""10:00:00 a05/p05",45,895022.70700000005,504471.212
1306 STANFORD DR,,07004426,1,ZOA,TRESPASS WARNING,07U,"05/14/2007""  ""23:15:00 a05/p05","05/14/2007""  ""09:43:00 a05/p05","05/14/2007""  ""09:43:00 a05/p05",31,893821.40300000005,504487.02600000001
5821 SAN AMARO DR,,07004491,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/16/2007""  ""00:00:00 a05/p05","05/16/2007""  ""00:00:00 a05/p05","05/16/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5801 PONCE DE LEON BLVD,,07004500,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/16/2007""  ""00:00:00 a05/p05","05/16/2007""  ""00:00:00 a05/p05","05/16/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1551 BRESCIA AVE,,07004528,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/17/2007""  ""00:00:00 a05/p05","05/17/2007""  ""00:00:00 a05/p05","05/17/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1570 LIGURIA AV,,07004523,1,PRC,PROPERTY DAMAGED,07U,"05/17/2007""  ""08:39:29 a05/p05","05/17/2007""  ""07:30:00 a05/p05","05/17/2007""  ""08:30:00 a05/p05",104,891512.72,501942.45299999998
1301 STANFORD DR,,07004548,1,ZOA,TRESPASS WARNING,07U,"05/17/2007""  ""16:30:00 a05/p05","05/17/2007""  ""16:07:37 a05/p05","05/17/2007""  ""16:07:38 a05/p05",50,894666.745,504343.22399999999
1550 BRESCIA AV,,07004550,1,ZOA,TRESPASS WARNING,07U,"05/17/2007""  ""17:19:28 a05/p05","05/17/2007""  ""17:00:27 a05/p05","05/17/2007""  ""17:17:05 a05/p05",97,891684.67799999996,501443.87400000001
5615 PAVIA ST,,07004580,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/18/2007""  ""00:00:00 a05/p05","05/18/2007""  ""00:00:00 a05/p05","05/18/2007""  ""00:00:00 a05/p05",54,894485.30200000003,503768.17499999999
5801 SAN AMARO DR,,07004570,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/18/2007""  ""00:00:00 a05/p05","05/18/2007""  ""00:00:00 a05/p05","05/18/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5202 UNIVERSITY DR,212,07004573,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/18/2007""  ""10:58:52 a05/p05","05/10/2007""  ""14:00:00 a05/p05","05/11/2007""  ""08:00:00 a05/p05",27,894455.40899999999,504947.43699999998
1211 THEO DICKINSON DR,,07004630,1,VAA,VANDALISM TO STRUCTURE,07U,"05/21/2007""  ""04:19:00 a05/p05","05/21/2007""  ""02:39:00 a05/p05","05/21/2007""  ""02:39:00 a05/p05",#N/A,#N/A,#N/A
1535 LEVANTE AV,,07004642,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/21/2007""  ""11:13:00 a05/p05","05/12/2007""  ""23:00:00 a05/p05","05/14/2007""  ""11:00:00 a05/p05",94,891627.89,501154.33500000002
1241 THEO DICKINSON DR,,07004678,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/22/2007""  ""00:00:00 a05/p05","05/22/2007""  ""00:00:00 a05/p05","05/22/2007""  ""00:00:00 a05/p05",81,892858.31700000004,503002.52299999999
1365 MEMORIAL DR,,07004679,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/22/2007""  ""00:00:00 a05/p05","05/22/2007""  ""00:00:00 a05/p05","05/22/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1213 WILLIAM E WALSH AV,,07004691,1,ZOA,TRESPASS WARNING,07U,"05/22/2007""  ""16:52:42 a05/p05","05/22/2007""  ""15:35:41 a05/p05","05/22/2007""  ""16:00:42 a05/p05",59,894010.11800000002,503323.35100000002
5615 PAVIA ST,,07004708,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05",54,894485.30200000003,503768.17499999999
5615 PAVIA ST,,07004710,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05",54,894485.30200000003,503768.17499999999
1211 THEO DICKINSON DR,,07004716,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05","05/23/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1365 MEMORIAL DR,515A,07004709,1,ZOE,SUSPICIOUS INCIDENT,07U,"05/23/2007""  ""09:25:00 a05/p05","05/17/2007""  ""14:00:00 a05/p05","05/23/2007""  ""09:10:00 a05/p05",#N/A,#N/A,#N/A
1365 MEMORIAL DR,,07004745,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1500 LEVANTE AV,,07004746,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
5600 SAN AMARO DR,,07004749,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05","05/24/2007""  ""00:00:00 a05/p05",#N/A,#N/A,#N/A
1306 STANFORD DR,,07004757,1,ZOC,HAZARDOUS SITUATION / CONTAMINANT,07U,"05/24/2007""  ""12:30:50 a05/p05","05/24/2007""  ""11:13:00 a05/p05","05/24/2007""  ""11:13:00 a05/p05",31,893821.40300000005,504487.02600000001
5900 PONCE DE LEON BLVD,BLK,07004838,2,STC,STOLEN PROPERTY RECOVERY,07U,"05/27/2007""  ""19:40:00 a05/p05","05/27/2007""  ""18:44:00 a05/p05","05/27/2007""  ""18:44:00 a05/p05",#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,07004838,1,VEG,VEHICLE / VESSEL STOLEN RECOVERY,07U,"05/27/2007""  ""19:40:00 a05/p05","05/27/2007""  ""18:44:00 a05/p05","05/27/2007""  ""18:44:00 a05/p05",#N/A,#N/A,#N/A
1535 LEVANTE AV,,07004863,1,BUB,BURGLARY NON-RESIDENTIAL,07U,"05/29/2007""  ""07:30:00 a05/p05","05/26/2007""  ""07:30:00 a05/p05","05/29/2007""  ""06:40:00 a05/p05",94,891627.89,501154.33500000002
1535 LEVANTE AV,,07004861,1,THE,THEFT FROM BOAT,07U,"05/29/2007""  ""07:30:00 a05/p05","05/25/2007""  ""17:30:00 a05/p05","05/29/2007""  ""07:15:00 a05/p05",94,891627.89,501154.33500000002
1245 DAUER DR,,07004874,1,FDD,FD INJURED PERSON,07U,"05/29/2007""  ""12:12:00 a05/p05","05/29/2007""  ""12:05:00 a05/p05","05/29/2007""  ""12:05:00 a05/p05",65,893424.071,502854.73300000001
1570 LIGURIA AV,309,07004903,1,ZOE,SUSPICIOUS INCIDENT,07U,"05/29/2007""  ""22:04:58 a05/p05","05/23/2007""  ""15:00:00 a05/p05","05/23/2007""  ""20:25:00 a05/p05",104,891512.72,501942.45299999998
1530 LIGURIA AV,,07004906,1,THC,THEFT FROM MOTOR VEHICLE,07U,"05/30/2007""  ""10:25:09 a05/p05","05/30/2007""  ""02:23:00 a05/p05","05/30/2007""  ""02:27:00 a05/p05",#N/A,#N/A,#N/A
5030 BRUNSON DR,203,07004911,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"05/30/2007""  ""10:33:00 a05/p05","05/29/2007""  ""12:45:00 a05/p05","05/29/2007""  ""13:15:00 a05/p05",19,894255.06599999999,505594.31900000002
1245 DAUER DR,,07004918,1,THK,THEFT OTHER,07U,"05/30/2007""  ""13:22:00 a05/p05","05/30/2007""  ""10:00:00 a05/p05","05/30/2007""  ""12:15:00 a05/p05",65,893424.071,502854.73300000001
5030 BRUNSON DR,,07004923,1,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,"05/30/2007""  ""15:45:02 a05/p05","05/29/2007""  ""12:00:01 a05/p05","05/29/2007""  ""18:30:00 a05/p05",19,894255.06599999999,505594.31900000002
