ADDRESS,Apt,Caee,Primary Offense,Off_Code,Offense,tract,repdate,date_rept,date_occu,hour_occu,dow1,date_fnd,hour_fnd,,,,,
1306 STANFORD DR,,11006187,1,ZOM,INTOXICATED PERSON,07U,,08/18/2011,11/08/18,[$-409]01:25 a08/p08,[$-409]01:25 a08/p08,08/18/2011,[$-409]01:25 a08/p08,890,893911.65599999996,504273.40600000002,,
1306 STANFORD DR,,11006187,2,ZOA,TRESPASS WARNING,07U,,08/18/2011,11/08/18,[$-409]01:25 a08/p08,[$-409]01:25 a08/p08,08/18/2011,[$-409]01:25 a08/p08,890,893911.65599999996,504273.40600000002,,
1231 DICKINSON DR,,11006189,1,VAC,VANDALISM TO PROPERTY,07U,,08/18/2011,11/08/18,[$-409]02:00 a08/p08,[$-409]02:00 a08/p08,08/18/2011,[$-409]02:49 a08/p08,865,893063.45700000005,503573.89799999999,,
1239 DICKINSON DR,,11006192,1,ZZZ,VOID (RECORDS USE ONLY),07U,,08/18/2011,11/08/18,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/18/2011,[$-409]00:00 a08/p08,,,,,
5185 PONCE DE LEON BLVD,,11006223,1,ZOM,INTOXICATED PERSON,07U,,08/19/2011,11/08/19,[$-409]03:55 a08/p08,[$-409]03:55 a08/p08,08/19/2011,[$-409]05:00 a08/p08,,,,,
5665 PONCE DE LEON BLVD,,11006233,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/19/2011,11/08/19,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/19/2011,[$-409]00:00 a08/p08,,,,,
1231 DICKINSON DR,MT1004,11006244,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/19/2011,11/08/19,[$-409]20:15 a08/p08,[$-409]20:15 a08/p08,08/19/2011,[$-409]20:25 a08/p08,70,893261.76699999999,503552.82699999999,,
1239 DICKINSON DR,MT313,11006246,1,ZOM,INTOXICATED PERSON,07U,,08/20/2011,11/08/20,[$-409]21:00 a08/p08,[$-409]21:00 a08/p08,08/19/2011,[$-409]23:00 a08/p08,70,893261.76699999999,503552.82699999999,,
1100 STANFORD DR,BLK,11006247,2,FDD,FD SICK/INJURED PERSON,07U,,08/20/2011,11/08/20,[$-409]00:30 a08/p08,[$-409]00:30 a08/p08,08/20/2011,[$-409]00:55 a08/p08,51,895056.26599999995,503786.853,,
1100 STANFORD DR,BLK,11006247,1,ZOM,INTOXICATED PERSON,07U,,08/20/2011,11/08/20,[$-409]00:30 a08/p08,[$-409]00:30 a08/p08,08/20/2011,[$-409]00:55 a08/p08,51,895056.26599999995,503786.853,,
1239 DICKINSON DR,,11006249,2,FDD,FD SICK/INJURED PERSON,07U,,08/20/2011,11/08/20,[$-409]02:08 a08/p08,[$-409]02:08 a08/p08,08/20/2011,[$-409]02:15 a08/p08,,,,,
1239 DICKINSON DR,,11006249,1,ZOM,INTOXICATED PERSON,07U,,08/20/2011,11/08/20,[$-409]02:08 a08/p08,[$-409]02:08 a08/p08,08/20/2011,[$-409]02:15 a08/p08,,,,,
5501 SAN AMARO DR,,11006257,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,,08/20/2011,11/08/20,[$-409]07:00 a08/p08,[$-409]07:00 a08/p08,08/18/2011,[$-409]15:30 a08/p08,846,892723.45799999998,503784.79399999999,,
1300 MEMORIAL DR,,11006272,1,PRB,PROPERTY LOST,07U,,08/20/2011,11/08/20,[$-409]12:00 a08/p08,[$-409]12:00 a08/p08,08/20/2011,[$-409]12:15 a08/p08,16,893634.74199999997,505003.36800000002,,
5475 PONCE DE LEON BLVD/S ALHAMBRA CIR,,11006277,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/21/2011,11/08/21,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/21/2011,[$-409]00:00 a08/p08,,,,,
1238 DICKINSON DR,,11006280,1,PRC,PROPERTY DAMAGED,07U,,08/21/2011,11/08/21,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/21/2011,[$-409]10:00 a08/p08,825,893215.12699999998,503034.98499999999,,
1238 DICKINSON DR,,11006280,2,ZOE,SUSPICIOUS INCIDENT,07U,,08/21/2011,11/08/21,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/21/2011,[$-409]10:00 a08/p08,825,893215.12699999998,503034.98499999999,,
1241 DICKINSON DR,,11006284,1,PRC,PROPERTY DAMAGED,07U,,08/21/2011,11/08/21,[$-409]20:00 a08/p08,[$-409]20:00 a08/p08,08/21/2011,[$-409]11:15 a08/p08,789,892957.147,503136.26799999998,,
1239 DICKINSON DR,WT1016,11006290,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/21/2011,11/08/21,[$-409]15:34 a08/p08,[$-409]15:34 a08/p08,08/21/2011,[$-409]16:10 a08/p08,74,892974.25199999998,503706.15500000003,,
1101 STANFORD DR,,11006300,2,FDD,FD SICK/INJURED PERSON,07U,,08/22/2011,11/08/22,[$-409]01:30 a08/p08,[$-409]01:30 a08/p08,08/22/2011,[$-409]01:52 a08/p08,513,894972.63600000006,503981.50799999997,,
1101 STANFORD DR,,11006300,1,ZOM,INTOXICATED PERSON,07U,,08/22/2011,11/08/22,[$-409]01:30 a08/p08,[$-409]01:30 a08/p08,08/22/2011,[$-409]01:52 a08/p08,513,894972.63600000006,503981.50799999997,,
1245 DAUER DR,,11006308,1,ZOA,TRESPASS WARNING,07U,,08/22/2011,11/08/22,[$-409]10:30 a08/p08,[$-409]10:30 a08/p08,08/22/2011,[$-409]10:30 a08/p08,206,894094.31700000004,503175.6,,
5250 UNIVERSITY DR,111,11006312,1,SCE,SIMPLE HARASSMENT,07U,,08/22/2011,11/08/22,[$-409]11:01 a08/p08,[$-409]11:01 a08/p08,08/22/2011,[$-409]11:21 a08/p08,30,894450.64800000004,504671.13099999999,,
5665 PONCE DE LEON BLVD,,11006314,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/22/2011,11/08/22,[$-409]11:49 a08/p08,[$-409]11:49 a08/p08,08/22/2011,[$-409]11:49 a08/p08,122,892871.05299999996,501865.95600000001,,
6248 RED RD/LIGURIA AV,,11006324,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/22/2011,11/08/22,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/22/2011,[$-409]00:00 a08/p08,,,,,
1200 STANFORD DR,BLK,11006326,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,08/22/2011,11/08/22,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/22/2011,[$-409]00:00 a08/p08,,,,,
1231 DICKINSON DR,MT 818,11006344,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/22/2011,11/08/22,[$-409]22:05 a08/p08,[$-409]22:05 a08/p08,08/22/2011,[$-409]22:20 a08/p08,70,893261.76699999999,503552.82699999999,,
1231 DICKINSON DR,MT 1219,11006366,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/23/2011,11/08/23,[$-409]21:30 a08/p08,[$-409]21:30 a08/p08,08/23/2011,[$-409]21:45 a08/p08,70,893261.76699999999,503552.82699999999,,
1599 LEVANTE AV/RED RD,,11006376,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/24/2011,11/08/24,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/24/2011,[$-409]00:00 a08/p08,,,,,
1311 MEMORIAL DR,,11006379,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,08/24/2011,11/08/24,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/24/2011,[$-409]00:00 a08/p08,,,,,
1300 MEMORIAL DR,,11006383,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,08/24/2011,11/08/24,[$-409]09:00 a08/p08,[$-409]09:00 a08/p08,08/24/2011,[$-409]11:30 a08/p08,16,893634.74199999997,505003.36800000002,,
1306 STANFORD DR,,11006389,1,SCE,SIMPLE HARASSMENT,07U,,08/24/2011,11/08/24,[$-409]13:35 a08/p08,[$-409]13:35 a08/p08,08/24/2011,[$-409]14:45 a08/p08,878,893889.96,504561.56300000002,,
5050 BRUNSON DR,,11006390,1,TVE,THEFT OF BICYCLE,07U,,08/24/2011,11/08/24,[$-409]08:00 a08/p08,[$-409]08:00 a08/p08,08/24/2011,[$-409]15:00 a08/p08,,,,,
5665 PONCE DE LEON BLVD,,11006392,1,VEB,VEHICLE HIT & RUN,07U,,08/24/2011,11/08/24,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/24/2011,[$-409]00:00 a08/p08,,,,,
5501 SAN AMARO DR,,11006405,1,PRC,PROPERTY DAMAGED,07U,,08/24/2011,11/08/24,[$-409]10:30 a08/p08,[$-409]10:30 a08/p08,08/24/2011,[$-409]21:05 a08/p08,220,893130.54500000004,504431.59899999999,,
1221 WALSH AV,,11006419,1,ZOA,TRESPASS WARNING,07U,,08/25/2011,11/08/25,[$-409]13:15 a08/p08,[$-409]13:15 a08/p08,08/25/2011,[$-409]13:20 a08/p08,165,893832.82900000003,503099.15100000001,,
1111 MEMORIAL DR,,11006429,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/25/2011,11/08/25,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/25/2011,[$-409]00:00 a08/p08,,,,,
5185 PONCE DE LEON BLVD,449,11006433,1,BUA,BURGLARY RESIDENTIAL,07U,,08/25/2011,11/08/25,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/22/2011,[$-409]12:00 a08/p08,,,,,
5185 PONCE DE LEON BLVD,449,11006433,2,THM,THEFT FROM BURGLARY,07U,,08/25/2011,11/08/25,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/22/2011,[$-409]12:00 a08/p08,,,,,
1241 DICKINSON DR,,11006435,1,FDD,FD SICK/INJURED PERSON,07U,,08/25/2011,11/08/25,[$-409]20:35 a08/p08,[$-409]20:35 a08/p08,08/25/2011,[$-409]20:35 a08/p08,788,892878.81700000004,503232.52399999998,,
1239 DICKINSON DR,,11006438,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,,08/26/2011,11/08/26,[$-409]22:25 a08/p08,[$-409]22:25 a08/p08,08/25/2011,[$-409]22:28 a08/p08,,,,,
1239 DICKINSON DR,,11006438,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,,08/26/2011,11/08/26,[$-409]22:25 a08/p08,[$-409]22:25 a08/p08,08/25/2011,[$-409]22:28 a08/p08,,,,,
1231 DICKINSON DR,PT320,11006439,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/26/2011,11/08/26,[$-409]00:55 a08/p08,[$-409]00:55 a08/p08,08/26/2011,[$-409]01:15 a08/p08,71,893300.82700000005,503382.65600000002,,
1204 DICKINSON DR,37E,11006461,1,FRL,FRAUD OTHER JURISDICTION,07U,,08/26/2011,11/08/26,[$-409]02:00 a08/p08,[$-409]02:00 a08/p08,08/26/2011,[$-409]14:00 a08/p08,61,893997.68799999997,503562.033,,
5225 PONCE DE LEON BLVD,,11006473,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,08/26/2011,11/08/26,[$-409]11:00 a08/p08,[$-409]11:00 a08/p08,08/26/2011,[$-409]13:20 a08/p08,53,894801.88399999996,503471.82400000002,,
1306 STANFORD DR,,11006511,1,TVE,THEFT OF BICYCLE,07U,,08/27/2011,11/08/27,[$-409]14:07 a08/p08,[$-409]14:07 a08/p08,08/27/2011,[$-409]14:07 a08/p08,,,,,
1306 STANFORD DR,,11006511,2,XOT,TRESPASSING,07U,,08/27/2011,11/08/27,[$-409]14:07 a08/p08,[$-409]14:07 a08/p08,08/27/2011,[$-409]14:07 a08/p08,,,,,
1300 DICKINSON DR,,11006535,1,FDD,FD SICK/INJURED PERSON,07U,,08/28/2011,11/08/28,[$-409]23:33 a08/p08,[$-409]23:33 a08/p08,08/28/2011,[$-409]23:57 a08/p08,662,893271.07400000002,502092.99200000003,,
1570 LIGURIA AV,308,11006536,1,DIB,DISTURBANCE OTHER,07U,,08/29/2011,11/08/29,[$-409]01:00 a08/p08,[$-409]01:00 a08/p08,08/29/2011,[$-409]02:15 a08/p08,102,891475.59199999995,501707.87099999998,,
1231 DICKINSON DR,PT1206,11006546,1,ZOJ,BAKER / MARCHMAN ACT,07U,,08/29/2011,11/08/29,[$-409]12:00 a08/p08,[$-409]12:00 a08/p08,08/29/2011,[$-409]13:47 a08/p08,71,893300.82700000005,503382.65600000002,,
1211 DICKINSON DR,,11006551,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/29/2011,11/08/29,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/29/2011,[$-409]00:00 a08/p08,250,893858.34400000004,503792.57199999999,,
1100 STANFORD DR,BLK,11006563,1,ZOA,TRESPASS WARNING,07U,,08/30/2011,11/08/30,[$-409]01:32 a08/p08,[$-409]01:32 a08/p08,08/30/2011,[$-409]01:33 a08/p08,51,895056.26599999995,503786.853,,
5100 BRUNSON DR,,11006565,1,THC,THEFT FROM MOTOR VEHICLE,07U,,08/30/2011,11/08/30,[$-409]06:00 a08/p08,[$-409]06:00 a08/p08,08/29/2011,[$-409]15:00 a08/p08,832,894980.72199999995,505781.74400000001,,
5665 PONCE DE LEON BLVD,,11006579,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/30/2011,11/08/30,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/30/2011,[$-409]00:00 a08/p08,122,892871.05299999996,501865.95600000001,,
5400 PONCE DE LEON BLVD,,11006582,1,FDD,FD SICK/INJURED PERSON,07U,,08/30/2011,11/08/30,[$-409]10:50 a08/p08,[$-409]10:50 a08/p08,08/30/2011,[$-409]10:55 a08/p08,954,894166.76300000004,502730.12300000002,,
1300 MEMORIAL DR,,11006584,1,VAB,VANDALISM TO VEHICLE,07U,,08/30/2011,11/08/30,[$-409]09:04 a08/p08,[$-409]09:04 a08/p08,08/30/2011,[$-409]13:30 a08/p08,447,893566.19200000004,505176.85200000001,,
5150 BRUNSON DR,,11006591,1,TVE,THEFT OF BICYCLE,07U,,08/30/2011,11/08/30,[$-409]11:00 a08/p08,[$-409]11:00 a08/p08,08/30/2011,[$-409]14:00 a08/p08,,,,,
5150 BRUNSON DR,,11006591,2,XOT,TRESPASSING,07U,,08/30/2011,11/08/30,[$-409]11:00 a08/p08,[$-409]11:00 a08/p08,08/30/2011,[$-409]14:00 a08/p08,,,,,
5262 SAN AMARO DR/MEMORIAL DR,,11006593,1,VEB,VEHICLE HIT & RUN,07U,,08/30/2011,11/08/30,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/30/2011,[$-409]00:00 a08/p08,,,,,
5665 PONCE DE LEON BLVD,,11006595,1,ZZZ,VOID (RECORDS USE ONLY),07U,,08/30/2011,11/08/30,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/30/2011,[$-409]00:00 a08/p08,,,,,
1231 DICKINSON DR,,11006600,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,,09/ 4/2011,11/09/04,[$-409]01:27 a08/p08,[$-409]01:27 a08/p08,08/31/2011,[$-409]01:28 a08/p08,849,893145.97100000002,503306.28499999997,,
1231 DICKINSON DR,,11006600,1,ZOM,INTOXICATED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]01:27 a08/p08,[$-409]01:27 a08/p08,08/31/2011,[$-409]01:28 a08/p08,849,893145.97100000002,503306.28499999997,,
5665 PONCE DE LEON BLVD,,11006603,1,FDD,FD SICK/INJURED PERSON,07U,,08/31/2011,11/08/31,[$-409]07:55 a08/p08,[$-409]07:55 a08/p08,08/31/2011,[$-409]07:55 a08/p08,123,893056.50699999998,501950.05499999999,,
5501 BRUNSON DR,,11006613,1,DIA,DISTURBANCE DOMESTIC,07U,,08/31/2011,11/08/31,[$-409]11:25 a08/p08,[$-409]11:25 a08/p08,08/31/2011,[$-409]11:25 a08/p08,,,,,
1101 STANFORD DR,,11006619,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,08/31/2011,11/08/31,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/31/2011,[$-409]00:00 a08/p08,,,,,
1217 DICKINSON DR,,11006627,1,TVE,THEFT OF BICYCLE,07U,,08/31/2011,11/08/31,[$-409]09:00 a08/p08,[$-409]09:00 a08/p08,08/31/2011,[$-409]18:00 a08/p08,68,893551.11,503595.68699999998,,
1217 DICKINSON DR,,11006627,2,ZOA,TRESPASS WARNING,07U,,08/31/2011,11/08/31,[$-409]09:00 a08/p08,[$-409]09:00 a08/p08,08/31/2011,[$-409]18:00 a08/p08,68,893551.11,503595.68699999998,,
1101 STANFORD DR,739,11006632,1,THK,THEFT OTHER,07U,,08/31/2011,11/08/31,[$-409]16:00 a08/p08,[$-409]16:00 a08/p08,08/30/2011,[$-409]21:00 a08/p08,129,895055.79700000002,504146.53700000001,,
5100 BRUNSON DR,,11006642,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,09/ 1/2011,11/09/01,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 1/2011,[$-409]00:00 a09/p09,,,,,
1300 MEMORIAL DR,,11006651,1,PRB,PROPERTY LOST,07U,,09/ 1/2011,11/09/01,[$-409]08:00 a08/p08,[$-409]08:00 a08/p08,09/ 1/2011,[$-409]14:00 a09/p09,,,,,
5501 SAN AMARO DR,,11006653,1,VAB,VANDALISM TO VEHICLE,07U,,09/ 1/2011,11/09/01,[$-409]11:00 a09/p09,[$-409]11:00 a09/p09,09/ 1/2011,[$-409]17:00 a09/p09,136,892683.29200000002,504192.60800000001,,
1306 STANFORD DR,,11006655,1,PRB,PROPERTY LOST,07U,,09/ 1/2011,11/09/01,[$-409]15:30 a09/p09,[$-409]15:30 a09/p09,09/ 1/2011,[$-409]16:30 a09/p09,883,894044.60699999996,504443.06599999999,,
1239 DICKINSON DR,411 WT,11006661,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 1/2011,11/09/01,[$-409]22:30 a09/p09,[$-409]22:30 a09/p09,09/ 1/2011,[$-409]22:45 a09/p09,,,,,
1231 DICKINSON DR,PT319,11006663,1,ZOM,INTOXICATED PERSON,07U,,09/ 2/2011,11/09/02,[$-409]00:10 a09/p09,[$-409]00:10 a09/p09,09/ 2/2011,[$-409]00:14 a09/p09,,,,,
5813 PONCE DE LEON BLVD,,11006665,1,ZOM,INTOXICATED PERSON,07U,,09/ 2/2011,11/09/02,[$-409]00:40 a09/p09,[$-409]00:40 a09/p09,09/ 2/2011,[$-409]00:48 a09/p09,,,,,
5813 PONCE DE LEON BLVD,,11006665,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 2/2011,11/09/02,[$-409]00:40 a09/p09,[$-409]00:40 a09/p09,09/ 2/2011,[$-409]00:48 a09/p09,,,,,
5665 PONCE DE LEON BLVD,,11006673,1,VEL,VEHICLE TRAFFIC CRASH,07U,,09/ 2/2011,11/09/02,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 2/2011,[$-409]00:00 a09/p09,,,,,
5250 UNIVERSITY DR,,11006696,1,PRB,PROPERTY LOST,07U,,09/ 2/2011,11/09/02,[$-409]10:45 a09/p09,[$-409]10:45 a09/p09,09/ 2/2011,[$-409]11:40 a09/p09,,,,,
1239 STANFORD DR,WT115,11006699,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 2/2011,11/09/02,[$-409]22:15 a09/p09,[$-409]22:15 a09/p09,09/ 2/2011,[$-409]22:20 a09/p09,,,,,
1239 DICKINSON DR,,11006701,2,FDD,FD SICK/INJURED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 3/2011,[$-409]00:05 a09/p09,,,,,
1239 DICKINSON DR,,11006701,1,ZOM,INTOXICATED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 3/2011,[$-409]00:05 a09/p09,,,,,
1231 DICKINSON DR,,11006702,2,FDD,FD SICK/INJURED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]22:00 a09/p09,[$-409]22:00 a09/p09,09/ 3/2011,[$-409]00:20 a09/p09,72,893156.39199999999,503434.00900000002,,
1231 DICKINSON DR,,11006702,1,ZOM,INTOXICATED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]22:00 a09/p09,[$-409]22:00 a09/p09,09/ 3/2011,[$-409]00:20 a09/p09,72,893156.39199999999,503434.00900000002,,
1241 DICKINSON DR,,11006703,2,ZOM,INTOXICATED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]01:17 a09/p09,[$-409]01:17 a09/p09,09/ 3/2011,[$-409]01:17 a09/p09,789,892957.147,503136.26799999998,,
1241 DICKINSON DR,,11006703,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 3/2011,11/09/03,[$-409]01:17 a09/p09,[$-409]01:17 a09/p09,09/ 3/2011,[$-409]01:17 a09/p09,789,892957.147,503136.26799999998,,
1239 DICKINSON DR,216 RT,11006704,1,ZOM,INTOXICATED PERSON,07U,,09/ 3/2011,11/09/03,[$-409]02:15 a09/p09,[$-409]02:15 a09/p09,09/ 3/2011,[$-409]02:18 a09/p09,,,,,
1231 DICKINSON DR,212,11006718,1,TVE,THEFT OF BICYCLE,07U,,09/ 3/2011,11/09/03,[$-409]17:00 a09/p09,[$-409]17:00 a09/p09,09/ 3/2011,[$-409]13:00 a09/p09,,,,,
1306 STANFORD DR,,11006720,1,ZZZ,VOID (RECORDS USE ONLY),07U,,09/ 3/2011,11/09/03,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 3/2011,[$-409]00:00 a09/p09,,,,,
1231 DICKINSON DR,,11006736,2,FDD,FD SICK/INJURED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]21:30 a09/p09,[$-409]21:30 a09/p09,09/ 4/2011,[$-409]00:30 a09/p09,72,893156.39199999999,503434.00900000002,,
1231 DICKINSON DR,,11006736,1,ZOM,INTOXICATED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]21:30 a09/p09,[$-409]21:30 a09/p09,09/ 4/2011,[$-409]00:30 a09/p09,72,893156.39199999999,503434.00900000002,,
1500 LIGURIA AV,BLK,11006737,2,FDD,FD SICK/INJURED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]01:30 a09/p09,[$-409]01:30 a09/p09,09/ 4/2011,[$-409]01:55 a09/p09,,,,,
1500 LIGURIA AV,BLK,11006737,1,ZOM,INTOXICATED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]01:30 a09/p09,[$-409]01:30 a09/p09,09/ 4/2011,[$-409]01:55 a09/p09,,,,,
1239 DICKINSON DR,,11006752,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 4/2011,11/09/04,[$-409]21:30 a09/p09,[$-409]21:30 a09/p09,09/ 4/2011,[$-409]18:30 a09/p09,76,892865.95600000001,503580.26199999999,,
1231 DICKINSON DR,,11006756,1,ZOM,INTOXICATED PERSON,07U,,09/ 4/2011,11/09/04,[$-409]23:25 a09/p09,[$-409]23:25 a09/p09,09/ 4/2011,[$-409]23:25 a09/p09,,,,,
1231 DICKINSON DR,,11006757,2,DIA,DISTURBANCE DOMESTIC,07U,,09/ 4/2011,11/09/04,[$-409]22:25 a09/p09,[$-409]22:25 a09/p09,09/ 4/2011,[$-409]22:35 a09/p09,789,892957.147,503136.26799999998,,
1231 DICKINSON DR,,11006757,1,SCA,SIMPLE BATTERY,07U,,09/ 4/2011,11/09/04,[$-409]22:25 a09/p09,[$-409]22:25 a09/p09,09/ 4/2011,[$-409]22:35 a09/p09,789,892957.147,503136.26799999998,,
5185 PONCE DE LEON BLVD,,11006758,1,ZOM,INTOXICATED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]00:37 a09/p09,[$-409]00:37 a09/p09,09/ 5/2011,[$-409]00:38 a09/p09,606,895189.85800000001,504323.94,,
1231 DICKINSON DR,,11006759,1,ZOM,INTOXICATED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]02:47 a09/p09,[$-409]02:47 a09/p09,09/ 5/2011,[$-409]02:48 a09/p09,865,893063.45700000005,503573.89799999999,,
1241 DICKINSON DR,,11006760,2,FDD,FD SICK/INJURED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]02:55 a09/p09,[$-409]02:55 a09/p09,09/ 5/2011,[$-409]02:55 a09/p09,,,,,
1241 DICKINSON DR,,11006760,1,ZOM,INTOXICATED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]02:55 a09/p09,[$-409]02:55 a09/p09,09/ 5/2011,[$-409]02:55 a09/p09,,,,,
1239 DICKINSON DR,,11006761,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,,09/ 5/2011,11/09/05,[$-409]02:47 a09/p09,[$-409]02:47 a09/p09,09/ 5/2011,[$-409]02:48 a09/p09,865,893063.45700000005,503573.89799999999,,
1239 DICKINSON DR,,11006761,2,ZOM,INTOXICATED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]02:47 a09/p09,[$-409]02:47 a09/p09,09/ 5/2011,[$-409]02:48 a09/p09,865,893063.45700000005,503573.89799999999,,
1239 DICKINSON DR,WT410,11006773,1,FDD,FD SICK/INJURED PERSON,07U,,09/ 5/2011,11/09/05,[$-409]17:35 a09/p09,[$-409]17:35 a09/p09,09/ 5/2011,[$-409]17:36 a09/p09,74,892974.25199999998,503706.15500000003,,
5185 PONCE DE LEON BLVD,BLK,11006780,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 6/2011,11/09/06,[$-409]23:30 a09/p09,[$-409]23:30 a09/p09,09/ 5/2011,[$-409]23:50 a09/p09,71,893300.82700000005,503382.65600000002,,
1239 DICKINSON DR,,11006782,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 7/2011,11/09/07,[$-409]00:33 a09/p09,[$-409]00:33 a09/p09,09/ 6/2011,[$-409]00:33 a09/p09,74,892974.25199999998,503706.15500000003,,
5600 GEORGE E MERRICK ST,,11006787,1,VEL,VEHICLE TRAFFIC CRASH,07U,,09/ 6/2011,11/09/06,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,09/ 6/2011,[$-409]00:00 a09/p09,369,894215.56299999997,504104.50900000002,,
1231 DICKINSON DR,MT220,11006794,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 6/2011,11/09/06,[$-409]10:15 a09/p09,[$-409]10:15 a09/p09,09/ 6/2011,[$-409]11:40 a09/p09,70,893261.76699999999,503552.82699999999,,
5821 SAN AMARO DR,,11006812,1,TVE,THEFT OF BICYCLE,07U,,09/ 6/2011,11/09/06,[$-409]13:00 a09/p09,[$-409]13:00 a09/p09,09/ 6/2011,[$-409]15:00 a09/p09,557,892243.63800000004,502658.37699999998,,
1211 DICKINSON DR,231,11006822,1,PRB,PROPERTY LOST,07U,,09/ 6/2011,11/09/06,[$-409]12:30 a09/p09,[$-409]12:30 a09/p09,09/ 6/2011,[$-409]14:40 a09/p09,,,,,
1231 DICKINSON DR,PT 616,11006827,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,09/ 6/2011,11/09/06,[$-409]23:10 a09/p09,[$-409]23:10 a09/p09,09/ 6/2011,[$-409]23:10 a09/p09,,,,,
5600 GEORGE E MERRICK ST,,11006840,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,09/ 7/2011,11/09/07,[$-409]10:10 a09/p09,[$-409]10:10 a09/p09,09/ 7/2011,[$-409]11:35 a09/p09,55,894213.16599999997,503867.28399999999,,
